Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Identifier,Outlet_Type,Outlet_Size,Outlet_Location_Type,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales
FDW19,Regular,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.038313981,109.957,1985,4504.137
FDY01,Regular,Canned,OUT049,Supermarket Type1,Medium,Tier 1,11.8,0.170548238,113.8834,1999,1382.2008
FDG60,Low Fat,Baking Goods,OUT049,Supermarket Type1,Medium,Tier 1,20.35,0.060794097,233.6616,1999,2577.9776
FDL22,Low Fat,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,16.85,0.036446751,90.3488,1999,996.0368
FDO12,Low Fat,Baking Goods,OUT013,Supermarket Type1,High,Tier 3,15.75,0.054884821,195.3452,1987,1761.7068
FDX12,Regular,Baking Goods,OUT046,Supermarket Type1,Small,Tier 1,18.2,0.026064486,241.8196,1997,4097.3332
FDR28,Regular,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,13.85,0.025936747,164.921,1999,2609.936
FDC04,Low Fat,Dairy,OUT018,Supermarket Type2,Medium,Tier 3,15.6,0.045168898,242.9854,2009,2175.1686
NCI06,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,11.3,0.04767798,181.466,1987,3775.086
FDM33,Low Fat,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,15.6,0.087646694,221.5798,1987,5509.495
FDO57,Low Fat,Snack Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.19033746,159.4578,1985,160.4578
FDO56,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,10.195,0.045165796,118.4808,2009,1640.5312
FDO58,Low Fat,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.039385518,164.8526,1985,2631.2416
FDQ45,Regular,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,9.5,0.010914988,183.8608,2004,2572.6512
FDO60,Low Fat,Baking Goods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.034203092,43.3086,1985,624.5204
FDI34,reg,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,10.65,0.085268317,229.7668,1999,3916.2356
FDJ26,Regular,Canned,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.084354713,215.5218,1985,4915.6014
FDV08,Low Fat,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,7.35,0.028571132,40.8454,1987,587.2356
DRD60,LF,Soft Drinks,OUT018,Supermarket Type2,Medium,Tier 3,15.7,0.037383778,179.7634,2009,1817.634
FDX20,Low Fat,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.042354152,227.272,1985,7017.532
FDG59,Low Fat,Starchy Foods,OUT018,Supermarket Type2,Medium,Tier 3,15.85,0.043410693,39.4164,2009,154.4656
FDN58,Regular,Snack Foods,OUT046,Supermarket Type1,Small,Tier 1,13.8,0.056872392,231.1984,1997,5097.3648
FDV48,Regular,Baking Goods,OUT013,Supermarket Type1,High,Tier 3,9.195,0.051573903,79.8644,1987,785.644
FDI19,Low Fat,Meat,OUT013,Supermarket Type1,High,Tier 3,15.1,0.052295514,242.9512,1987,4847.024
FDX19,Low Fat,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,19.1,0.097127867,234.4958,2009,1635.8706
FDO52,Regular,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,11.6,0.077284566,172.4106,1999,4277.765
NCP17,Low Fat,Health and Hygiene,OUT049,Supermarket Type1,Medium,Tier 1,19.35,0.02775746,62.5168,1999,1534.0032
NCG43,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,20.2,0,94.1462,1997,832.9158
DRM59,LF,Hard Drinks,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.003574698,154.6998,1985,3229.7958
FDY20,Regular,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,12.5,0.081684728,92.3488,1987,1177.1344
FDZ22,Low Fat,Snack Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.079261744,81.825,1985,83.225
FDB52,Low Fat,Dairy,OUT013,Supermarket Type1,High,Tier 3,17.75,0.030410273,256.0672,1987,2045.3376
DRC12,Low Fat,Soft Drinks,OUT049,Supermarket Type1,Medium,Tier 1,17.85,0.037885683,190.4188,1999,952.094
FDP13,Regular,Canned,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.235183205,41.548,1985,79.896
DRF23,Low Fat,Hard Drinks,OUT018,Supermarket Type2,Medium,Tier 3,4.61,0.123151947,175.2396,2009,2093.2752
FDB56,Regular,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,8.75,0.074565098,186.8556,1987,7322.4684
FDY39,Regular,Meat,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0,182.0608,1985,7717.9536
NCM17,Low Fat,Health and Hygiene,OUT013,Supermarket Type1,High,Tier 3,7.93,0.071076672,44.9086,1987,802.9548
DRN35,Low Fat,Hard Drinks,OUT035,Supermarket Type1,Small,Tier 2,8.01,0.070234306,34.9532,2004,539.298
FDI07,Regular,Meat,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.059110912,199.3426,1985,395.4852
NCD42,Low Fat,Health and Hygiene,OUT049,Supermarket Type1,Medium,Tier 1,16.5,0.012657494,36.3506,1999,872.8638
FDW11,low fat,Breads,OUT049,Supermarket Type1,Medium,Tier 1,12.6,0.048857925,61.0194,1999,1052.6298
NCY42,Low Fat,Household,OUT049,Supermarket Type1,Medium,Tier 1,6.38,0.015186146,144.947,1999,3435.528
FDV26,Regular,Dairy,OUT049,Supermarket Type1,Medium,Tier 1,20.25,0,194.2794,1999,4291.7468
FDX15,Low Fat,Meat,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.155541973,159.7578,1985,641.8312
NCG07,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,12.3,0.052502049,190.853,1997,4364.319
FDC44,Low Fat,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,15.6,0.172596885,114.8518,1997,2163.1842
FDC47,Low Fat,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,15,0.118868155,229.4694,2004,5937.6044
NCK53,Low Fat,Health and Hygiene,OUT049,Supermarket Type1,Medium,Tier 1,11.6,0.037639672,98.4042,1999,1388.8588
FDY49,Regular,Canned,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.021031586,164.7184,1985,495.3552
NCM07,Low Fat,Others,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.069968018,83.9908,1985,167.7816
FDS59,Regular,Breads,OUT035,Supermarket Type1,Small,Tier 2,14.8,0.043885147,108.757,2004,1867.569
DRK47,Low Fat,Hard Drinks,OUT049,Supermarket Type1,Medium,Tier 1,7.905,0.064163983,229.9694,1999,4567.388
FDZ27,Low Fat,Dairy,OUT019,Grocery Store,Small,Tier 1,12.85764518,0,51.235,1985,49.935
FDE36,Regular,Baking Goods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0,165.5868,1985,5404.9644
FDM51,Regular,Meat,OUT035,Supermarket Type1,Small,Tier 2,11.8,0.02592132,101.9674,2004,1731.7458
FDY48,Low Fat,Baking Goods,OUT046,Supermarket Type1,Small,Tier 1,14,0.023734872,103.2332,1997,1845.5976
FDA35,Regular,Baking Goods,OUT049,Supermarket Type1,Medium,Tier 1,14.85,0.053921264,123.0072,1999,1960.1152
NCL31,Low Fat,Others,OUT018,Supermarket Type2,Medium,Tier 3,7.39,0.120770963,143.447,2009,2290.352
FDC47,Low Fat,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,15,0.118791698,229.9694,1987,4339.0186
FDI26,Low Fat,Canned,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.034717799,179.4344,1985,6066.7696
NCO53,Low Fat,Health and Hygiene,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.174336148,184.0608,1985,6431.628
FDG12,Regular,Baking Goods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.006295472,122.4098,1985,3735.8038
FDU28,Regular,Frozen Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.093463546,189.1214,1985,2261.0568
FDI20,Low Fat,Fruits and Vegetables,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.067520165,211.3586,1985,422.1172
FDD28,Low Fat,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,10.695,0.053296868,59.6904,1997,937.4464
FDP31,Regular,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,21.1,0.161474419,62.9168,2004,1086.5856
DRD27,Low Fat,Dairy,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.041740624,98.3042,1985,198.4084
DRF01,Low Fat,Soft Drinks,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.306542848,147.3102,1985,291.6204
DRD25,LF,Soft Drinks,OUT018,Supermarket Type2,Medium,Tier 3,6.135,0.079293753,111.286,2009,2263.72
NCP18,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,12.15,0.02859825,150.4708,1997,2257.062
FDT07,Regular,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.076944658,257.133,1985,7433.657
FDH50,Regular,Canned,OUT018,Supermarket Type2,Medium,Tier 3,15,0.162093059,182.5266,2009,1290.9862
FDS40,Low Fat,Frozen Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.024546148,34.619,1985,36.619
FDZ60,Low Fat,Baking Goods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.118783796,108.5596,1985,1725.7536
FDG31,Low Fat,Meat,OUT035,Supermarket Type1,Small,Tier 2,12.15,0.037889224,64.7826,2004,904.1564
FDL22,Low Fat,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.036213953,92.5488,1985,2625.9152
FDQ20,Low Fat,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,8.325,0.029779207,39.3138,2004,974.7312
DRI51,Low Fat,Dairy,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.042037073,172.6764,1985,6183.9504
FDJ60,Regular,Baking Goods,OUT035,Supermarket Type1,Small,Tier 2,19.35,0.062516602,163.9184,2004,3137.2496
FDI53,Regular,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,8.895,0.137618927,161.5236,2004,1772.3596
FDZ14,Regular,Dairy,OUT046,Supermarket Type1,Small,Tier 1,7.71,0.047588696,122.4756,1997,605.878
NCD54,Low Fat,Household,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.050790917,142.7786,1985,144.4786
FDF28,Regular,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,15.7,0.037864721,124.1046,1997,1120.5414
NCN54,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,20.35,0.021326471,76.1328,1997,772.328
FDH45,Regular,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,15.1,0.105666833,41.6796,1997,495.3552
NCW30,Low Fat,Household,OUT035,Supermarket Type1,Small,Tier 2,5.21,0.011007815,259.5962,2004,2848.9582
DRN35,Low Fat,Hard Drinks,OUT046,Supermarket Type1,Small,Tier 1,8.01,0.070247589,37.5532,1997,1366.2216
FDN28,Regular,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,5.88,0.030294931,104.099,1999,412.796
FDA49,LF,Canned,OUT049,Supermarket Type1,Medium,Tier 1,19.7,0.0650227,87.0198,1999,697.7584
FDE40,Regular,Dairy,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.173587926,60.0194,1985,123.8388
FDD52,Regular,Dairy,OUT049,Supermarket Type1,Medium,Tier 1,18.25,0.183579854,110.857,1999,1977.426
FDZ31,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,15.35,0.113678422,189.7504,2009,2492.7552
FDA13,Low Fat,Canned,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.078174543,39.9506,1985,721.0614
FDU08,Low Fat,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,10.3,0.027292686,101.2042,1987,396.8168
FDU15,Regular,Meat,OUT046,Supermarket Type1,Small,Tier 1,13.65,0.026602089,35.1532,1997,790.9704
FDD45,Low Fat,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,8.615,0.116226984,95.9436,2004,2741.7644
FDD08,Low Fat,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,8.3,0.035409328,36.2506,1999,834.9132
FDB05,Low Fat,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,5.155,0.083327693,247.2776,1999,5944.2624
FDZ07,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,15.1,0,63.7194,2009,1362.2268
FDS57,LF,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,15.5,0.103422709,144.847,2004,1717.764
FDX28,Low Fat,Frozen Foods,OUT018,Supermarket Type2,Medium,Tier 3,6.325,0.125688044,100.9042,2009,2083.2882
FDN56,Regular,Fruits and Vegetables,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.187443314,145.8786,1985,288.9572
FDX44,Low Fat,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,9.3,0.04295842,89.3172,2004,2051.9956
NCF19,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.034938717,49.0034,1985,826.2578
NCA17,LF,Health and Hygiene,OUT018,Supermarket Type2,Medium,Tier 3,20.6,0.045603215,149.2392,2009,4026.7584
FDY40,Regular,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,15.5,0.085834992,49.6692,1997,788.3072
NCX54,Low Fat,Household,OUT035,Supermarket Type1,Small,Tier 2,9.195,0.048050783,105.6622,2004,1693.7952
FDK28,Low Fat,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,5.695,0.065589906,258.2646,1997,5410.9566
FDI32,Low Fat,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.173529036,113.2834,1985,4376.9692
FDT11,Regular,Breads,OUT018,Supermarket Type2,Medium,Tier 3,5.94,0.029492018,188.0556,2009,938.778
DRJ01,Low Fat,Soft Drinks,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.114475357,160.9236,1985,2255.7304
NCK30,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,14.85,0.060927824,254.8698,1987,4819.7262
NCM43,Low Fat,Others,OUT013,Supermarket Type1,High,Tier 3,14.5,0.019459164,161.621,1987,2120.573
FDJ14,Regular,Canned,OUT046,Supermarket Type1,Small,Tier 1,10.3,0.050070476,77.896,1997,1278.336
FDE59,Low Fat,Starchy Foods,OUT035,Supermarket Type1,Small,Tier 2,12.15,0.06227604,37.9532,2004,1078.596
NCC18,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,19.1,0.177270016,174.0422,1997,1724.422
FDN34,Regular,Snack Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.080127283,168.7132,1985,338.2264
FDU12,Regular,Baking Goods,OUT018,Supermarket Type2,Medium,Tier 3,15.5,0.076059648,265.1568,2009,2109.2544
FDR33,Low Fat,Snack Foods,OUT046,Supermarket Type1,Small,Tier 1,7.31,0.026788937,110.357,1997,3185.853
FDP33,Low Fat,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,18.7,0.089197963,257.3672,1987,2045.3376
FDT49,Low Fat,Canned,OUT013,Supermarket Type1,High,Tier 3,7,0.151279591,107.028,1987,2876.256
FDK02,Low Fat,Canned,OUT035,Supermarket Type1,Small,Tier 2,12.5,0.112203445,121.144,2004,1438.128
NCM07,Low Fat,Others,OUT046,Supermarket Type1,Small,Tier 1,9.395,0.039961837,84.0908,1997,419.454
FDX38,Regular,Dairy,OUT046,Supermarket Type1,Small,Tier 1,10.5,0.048207017,45.9376,1997,575.2512
FDU26,Regular,Dairy,OUT049,Supermarket Type1,Medium,Tier 1,16.7,0.042685217,120.7782,1999,1072.6038
FDR16,Regular,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,5.845,0.105181277,214.4218,1999,5343.045
FDA58,Low Fat,Snack Foods,OUT046,Supermarket Type1,Small,Tier 1,9.395,0.103751236,235.8932,1997,942.7728
FDI26,Low Fat,Canned,OUT018,Supermarket Type2,Medium,Tier 3,5.94,0.035028853,179.8344,2009,1249.0408
FDU36,Low Fat,Baking Goods,OUT035,Supermarket Type1,Small,Tier 2,6.15,0.046262201,97.8384,2004,2069.3064
FDG60,Low Fat,Baking Goods,OUT035,Supermarket Type1,Small,Tier 2,20.35,0.060688248,234.2616,2004,4687.232
FDQ37,Low Fat,Breakfast,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.088828418,192.2478,1985,7943.6598
FDW23,Low Fat,Baking Goods,OUT013,Supermarket Type1,High,Tier 3,5.765,0.081944045,36.7164,1987,849.5608
FDB58,reg,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,10.5,0.013485235,140.0154,1987,3119.9388
FDR09,Low Fat,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,18.25,0.077659918,260.2962,1987,1035.9848
FDR48,Low Fat,Baking Goods,OUT018,Supermarket Type2,Medium,Tier 3,11.65,0,149.8024,2009,1821.6288
FDZ52,Low Fat,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,19.2,0.100074524,110.2886,1997,778.3202
DRD60,Low Fat,Soft Drinks,OUT049,Supermarket Type1,Medium,Tier 1,15.7,0.037289996,182.7634,1999,3453.5046
FDJ14,Regular,Canned,OUT013,Supermarket Type1,High,Tier 3,10.3,0.050028809,80.096,1987,239.688
NCY29,low fat,Health and Hygiene,OUT046,Supermarket Type1,Small,Tier 1,13.65,0.077234113,56.893,1997,1188.453
NCP41,Low Fat,Health and Hygiene,OUT013,Supermarket Type1,High,Tier 3,16.6,0.016197216,108.8596,1987,970.7364
FDI48,Regular,Baking Goods,OUT013,Supermarket Type1,High,Tier 3,11.85,0.055672032,50.5666,1987,922.7988
FDX48,reg,Baking Goods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.066336811,154.1656,1985,617.8624
NCI29,Low Fat,Health and Hygiene,OUT049,Supermarket Type1,Medium,Tier 1,8.6,0.032672263,141.2154,1999,709.077
FDL51,Regular,Dairy,OUT046,Supermarket Type1,Small,Tier 1,20.7,0.047491371,213.9876,1997,2143.876
FDA08,Regular,Fruits and Vegetables,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.087692636,162.5526,1985,328.9052
FDK03,Regular,Dairy,OUT018,Supermarket Type2,Medium,Tier 3,12.6,0.074221559,255.9356,2009,4832.3764
DRH39,Low Fat,Dairy,OUT049,Supermarket Type1,Medium,Tier 1,20.7,0.092834313,77.667,1999,2220.443
NCR18,Low Fat,Household,OUT018,Supermarket Type2,Medium,Tier 3,15.85,0.020571083,41.6112,2009,255.6672
NCX42,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,6.36,0.005978595,163.6526,1997,1151.1682
FDR15,reg,Meat,OUT049,Supermarket Type1,Medium,Tier 1,9.3,0.033489979,156.6314,1999,1241.0512
FDN60,Low Fat,Baking Goods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.166609517,157.6604,1985,316.9208
FDY50,Low Fat,Dairy,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.130321652,88.7172,1985,3301.0364
FDT26,Regular,Dairy,OUT049,Supermarket Type1,Medium,Tier 1,18.85,0.068059156,120.344,1999,1797.66
NCC30,Low Fat,Household,OUT035,Supermarket Type1,Small,Tier 2,16.6,0.027573983,176.6344,2004,2676.516
NCE43,low fat,Household,OUT046,Supermarket Type1,Small,Tier 1,12.5,0.103442268,170.8448,1997,4942.8992
FDL16,Low Fat,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,12.85,0.168312678,45.906,1987,885.514
FDQ36,Regular,Baking Goods,OUT018,Supermarket Type2,Medium,Tier 3,7.855,0.162205516,36.2848,2009,1155.8288
FDS34,reg,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,19.35,0.076744561,113.4518,2004,1593.9252
DRL49,Low Fat,Soft Drinks,OUT049,Supermarket Type1,Medium,Tier 1,13.15,0.056516756,143.4812,1999,854.8872
FDG33,Regular,Seafood,OUT035,Supermarket Type1,Small,Tier 2,5.365,0.140213762,173.7764,2004,4637.9628
FDF52,LF,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,9.3,0.066770664,180.5292,2004,2189.1504
FDH17,Regular,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,16.2,0.016639482,95.8726,1987,1076.5986
DRN35,Low Fat,Hard Drinks,OUT018,Supermarket Type2,Medium,Tier 3,8.01,0.070533748,34.2532,2009,467.3916
FDL21,Regular,Snack Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.01251245,38.748,1985,79.896
FDX07,Regular,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.022807826,183.495,1985,4577.375
FDW16,Regular,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,17.35,0.041474232,93.0804,1997,826.9236
FDS11,Regular,Breads,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.055289464,222.5088,1985,7158.6816
NCZ54,Low Fat,Household,OUT018,Supermarket Type2,Medium,Tier 3,14.65,0.083698962,163.4552,2009,2599.2832
FDH32,Low Fat,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,12.8,0.076045655,96.541,2004,3765.099
NCQ17,Low Fat,Health and Hygiene,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.116366304,158.363,1985,4068.038
FDK38,Low Fat,Canned,OUT035,Supermarket Type1,Small,Tier 2,6.65,0.053279839,147.7734,2004,2078.6276
NCF55,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,6.675,0.021648305,35.6874,1987,952.7598
FDW39,Regular,Meat,OUT018,Supermarket Type2,Medium,Tier 3,6.69,0.037060755,176.837,2009,1411.496
FDX36,Regular,Baking Goods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.224607399,223.1404,1985,450.0808
FDQ46,Low Fat,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,7.51,0.103726639,110.6544,1987,1901.5248
FDE56,Regular,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.158424516,62.4194,1985,2291.0178
FDY39,Regular,Meat,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.08234117,185.7608,1985,1470.0864
FDG05,Regular,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,11,0.087847141,156.863,1997,2972.797
NCR54,Low Fat,Household,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.158562708,194.711,1985,196.411
FDX57,reg,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,17.25,0.047458754,95.8068,2009,1263.6884
FDC17,Low Fat,Frozen Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.015385857,208.9928,1985,9678.0688
DRL60,Low Fat,Soft Drinks,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.047377447,150.6682,1985,457.4046
FDO32,Low Fat,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,6.36,0.120443298,45.406,1987,1118.544
NCO29,Low Fat,Health and Hygiene,OUT013,Supermarket Type1,High,Tier 3,11.15,0.032229348,163.2526,1987,1480.0734
FDJ36,Regular,Baking Goods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.127638966,104.5332,1985,2563.33
FDV04,Regular,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,7.825,0.149986868,158.8288,2004,1414.1592
FDX09,Low Fat,Snack Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.114243048,174.937,1985,176.437
FDH53,Regular,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,20.5,0.019183756,83.7592,1987,1403.5064
DRF25,Low Fat,Soft Drinks,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.068153091,36.019,1985,73.238
FDG38,Regular,Canned,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.052473797,83.6224,1985,3494.1184
FDP44,Regular,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,16.5,0.079837509,102.1332,1999,1743.0644
FDW03,Regular,Meat,OUT013,Supermarket Type1,High,Tier 3,5.63,0.024520854,102.8306,1987,1986.0814
FDU25,LF,Canned,OUT018,Supermarket Type2,Medium,Tier 3,12.35,0.02678995,58.9246,2009,926.7936
FDY39,Regular,Meat,OUT018,Supermarket Type2,Medium,Tier 3,5.305,0.047220268,181.9608,2009,2388.8904
FDA03,Regular,Dairy,OUT049,Supermarket Type1,Medium,Tier 1,18.5,0.045534457,146.3102,1999,3645.255
FDG58,Regular,Snack Foods,OUT046,Supermarket Type1,Small,Tier 1,10.695,0,156.1972,1997,1869.5664
FDI07,Regular,Meat,OUT049,Supermarket Type1,Medium,Tier 1,12.35,0.033813351,198.1426,1999,3757.1094
NCS06,Low Fat,Household,OUT035,Supermarket Type1,Small,Tier 2,7.935,0.031730739,261.091,2004,2366.919
NCK29,LF,Health and Hygiene,OUT046,Supermarket Type1,Small,Tier 1,5.615,0,121.973,1997,2463.46
FDH16,Low Fat,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,10.5,0.052511611,90.783,1987,1258.362
FDA55,Regular,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.056713056,223.8088,1985,5592.72
FDS20,Low Fat,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,8.85,0.053950661,182.7292,1999,4925.5884
FDS31,Regular,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,13.1,0.044192372,180.3318,1997,2345.6134
FDA23,Low Fat,Baking Goods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.046958533,101.3016,1985,2327.6368
NCU18,Low Fat,Household,OUT035,Supermarket Type1,Small,Tier 2,15.1,0.055829496,140.2496,2004,2681.8424
FDE11,Regular,Starchy Foods,OUT013,Supermarket Type1,High,Tier 3,17.7,0.13498355,184.4924,1987,3146.5708
FDV51,Low Fat,Meat,OUT046,Supermarket Type1,Small,Tier 1,16.35,0.032538896,165.7842,1997,2652.5472
FDU40,Low Fat,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,20.85,0.037403973,192.5478,1997,2906.217
FDU37,Regular,Canned,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.10400212,79.796,1985,4074.696
FDV47,low fat,Breads,OUT013,Supermarket Type1,High,Tier 3,17.1,0.054162439,85.3566,1987,1775.6886
FDF04,Low Fat,Frozen Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.023876708,258.6304,1985,516.6608
FDX16,Low Fat,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,17.85,0.065797601,147.805,2004,1947.465
NCL05,Low Fat,Health and Hygiene,OUT013,Supermarket Type1,High,Tier 3,19.6,0.047857804,45.077,1987,605.878
NCL30,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.048703432,125.9336,1985,7158.6816
NCR06,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,12.5,0.006765149,41.7112,1997,383.5008
FDR32,Regular,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,6.78,0,227.4694,1997,3197.1716
FDX04,Regular,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,19.6,0.041563696,47.6376,2004,335.5632
FDD11,Low Fat,Starchy Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.03046847,254.704,1985,3036.048
