GPA,Core_Subject_Score,Academic_Consistency,Research_Participation,Programming_Skill,Domain_Knowledge,Tool_Proficiency,Certification_Count,Internship_Count,Internship_Duration,Industry_Relevance,Project_Experience,Communication_Skill,Teamwork_Ability,Leadership_Potential,Adaptability,Learning_Motivation,Career_Clarity,Market_Awareness,Higher_Study_Interest,Target_Industry_Code,Workshop_Participation,Online_Course_Hours,Networking_Activity,Learning_Path_Generation_Time,Employment_Competitiveness_Score
5.55,73.0,2.12,0.0,89.0,75.0,35.0,1.0,4.0,9.4,0.09,,59.0,47.0,71.0,78.0,56.0,74.0,66.0,0.0,2.0,9.0,114.5,36.0,10.19,
9.57,88.0,2.4,0.0,82.0,95.0,69.0,3.0,1.0,4.8,0.69,5.0,78.0,68.0,34.0,77.0,51.0,92.0,64.0,0.0,4.0,11.0,126.9,89.0,0.6,70.01
5.91,68.0,0.64,0.0,68.0,99.0,31.0,5.0,1.0,14.0,0.17,5.0,80.0,74.0,56.0,69.0,50.0,58.0,80.0,1.0,4.0,3.0,,77.0,8.2,
6.94,,2.41,0.0,60.0,83.0,31.0,1.0,2.0,9.9,0.79,2.0,79.0,52.0,99.0,97.0,50.0,54.0,86.0,0.0,7.0,11.0,8.5,82.0,4.0,
9.78,81.0,1.55,0.0,65.0,99.0,84.0,4.0,1.0,11.9,,0.0,98.0,66.0,91.0,71.0,87.0,39.0,95.0,0.0,,0.0,187.5,80.0,5.73,
9.78,83.0,1.1,0.0,53.0,78.0,89.0,1.0,0.0,5.8,0.42,5.0,52.0,69.0,61.0,84.0,56.0,64.0,47.0,0.0,5.0,9.0,133.7,82.0,1.58,48.61
8.08,,0.65,0.0,48.0,50.0,35.0,3.0,3.0,8.7,0.35,7.0,53.0,54.0,37.0,41.0,73.0,84.0,74.0,0.0,5.0,8.0,83.1,34.0,3.74,
8.34,89.0,1.5,1.0,98.0,94.0,48.0,1.0,,11.1,0.86,4.0,83.0,93.0,47.0,90.0,54.0,54.0,95.0,1.0,5.0,11.0,109.3,20.0,7.78,
7.52,62.0,2.09,0.0,86.0,82.0,56.0,1.0,1.0,7.3,0.13,3.0,79.0,73.0,44.0,50.0,70.0,74.0,78.0,1.0,7.0,9.0,239.4,32.0,3.01,33.49
6.82,70.0,1.91,1.0,51.0,89.0,30.0,1.0,0.0,3.6,0.57,4.0,92.0,84.0,55.0,98.0,77.0,41.0,96.0,0.0,5.0,3.0,96.2,67.0,7.95,30.7
6.98,90.0,0.6,0.0,81.0,95.0,62.0,1.0,3.0,17.3,0.14,0.0,61.0,98.0,82.0,59.0,67.0,33.0,78.0,1.0,1.0,1.0,25.9,53.0,11.11,52.92
8.53,84.0,0.65,0.0,90.0,78.0,69.0,0.0,2.0,9.2,0.7,0.0,57.0,45.0,73.0,76.0,73.0,96.0,82.0,0.0,7.0,8.0,115.9,49.0,0.56,59.51
8.89,72.0,1.31,0.0,95.0,88.0,61.0,5.0,0.0,13.2,0.91,3.0,87.0,96.0,61.0,48.0,81.0,46.0,93.0,0.0,6.0,3.0,162.0,38.0,9.54,72.44
9.06,56.0,1.09,0.0,90.0,59.0,98.0,4.0,1.0,7.4,0.43,1.0,68.0,65.0,57.0,77.0,94.0,94.0,91.0,0.0,1.0,3.0,3.0,83.0,7.88,63.1
9.05,67.0,0.96,0.0,45.0,58.0,46.0,3.0,4.0,6.4,0.49,1.0,82.0,83.0,68.0,88.0,82.0,82.0,45.0,1.0,4.0,10.0,83.1,85.0,1.04,55.45
5.91,58.0,1.06,0.0,59.0,50.0,37.0,4.0,4.0,7.3,0.93,7.0,55.0,68.0,61.0,58.0,59.0,86.0,59.0,0.0,2.0,5.0,98.4,76.0,9.59,28.74
7.72,80.0,2.11,0.0,63.0,,86.0,0.0,2.0,7.4,0.52,1.0,85.0,53.0,47.0,94.0,58.0,57.0,95.0,1.0,5.0,7.0,115.9,63.0,3.08,
5.76,79.0,2.36,0.0,66.0,81.0,71.0,0.0,0.0,9.8,0.49,2.0,74.0,88.0,99.0,,98.0,45.0,80.0,,6.0,4.0,,31.0,3.56,
7.97,84.0,,0.0,,94.0,38.0,0.0,3.0,9.8,0.58,1.0,92.0,98.0,40.0,46.0,82.0,50.0,88.0,0.0,2.0,11.0,166.7,59.0,1.58,
7.49,65.0,2.31,1.0,47.0,76.0,64.0,5.0,0.0,8.9,0.69,6.0,73.0,70.0,61.0,44.0,82.0,71.0,68.0,1.0,7.0,7.0,,43.0,6.65,
9.49,61.0,1.14,0.0,40.0,47.0,82.0,0.0,,2.4,0.11,2.0,42.0,,49.0,86.0,56.0,83.0,41.0,1.0,7.0,0.0,228.5,30.0,6.23,
7.08,85.0,1.45,1.0,93.0,47.0,,1.0,2.0,8.9,0.82,2.0,43.0,64.0,69.0,81.0,53.0,61.0,96.0,1.0,1.0,3.0,166.1,85.0,4.49,
6.03,64.0,,0.0,88.0,66.0,54.0,4.0,1.0,3.0,0.44,7.0,93.0,79.0,37.0,63.0,77.0,67.0,91.0,1.0,5.0,0.0,,20.0,2.44,
6.14,93.0,1.78,1.0,88.0,66.0,96.0,2.0,0.0,2.3,0.07,1.0,44.0,80.0,64.0,87.0,72.0,99.0,39.0,0.0,7.0,2.0,206.5,77.0,10.14,37.83
8.93,67.0,2.46,1.0,63.0,54.0,91.0,3.0,4.0,16.8,0.79,1.0,49.0,86.0,98.0,80.0,81.0,67.0,69.0,0.0,1.0,10.0,209.0,47.0,10.58,66.25
8.28,85.0,1.71,0.0,86.0,95.0,84.0,0.0,3.0,10.9,0.38,7.0,91.0,80.0,50.0,46.0,93.0,83.0,71.0,0.0,1.0,6.0,207.4,87.0,6.72,80.54
5.96,61.0,1.22,0.0,46.0,47.0,75.0,4.0,2.0,11.9,0.1,3.0,,98.0,53.0,50.0,65.0,89.0,94.0,0.0,3.0,0.0,39.5,78.0,3.31,
,90.0,1.8,1.0,58.0,56.0,53.0,0.0,1.0,7.2,0.63,5.0,71.0,53.0,46.0,48.0,95.0,76.0,99.0,1.0,6.0,4.0,6.4,90.0,1.61,
8.65,74.0,0.75,0.0,61.0,73.0,75.0,5.0,0.0,16.4,0.88,7.0,70.0,66.0,47.0,88.0,59.0,41.0,50.0,1.0,1.0,0.0,245.8,41.0,10.49,55.15
5.83,58.0,2.28,0.0,96.0,92.0,51.0,0.0,3.0,11.5,0.89,3.0,41.0,45.0,41.0,69.0,63.0,82.0,64.0,1.0,4.0,5.0,239.9,48.0,1.6,28.06
9.2,61.0,1.51,0.0,94.0,61.0,40.0,0.0,1.0,13.8,0.96,2.0,51.0,49.0,45.0,80.0,88.0,62.0,76.0,0.0,7.0,8.0,141.1,93.0,0.65,46.4
8.68,55.0,1.4,1.0,99.0,51.0,77.0,0.0,4.0,6.6,0.87,3.0,66.0,53.0,33.0,42.0,85.0,57.0,95.0,1.0,1.0,2.0,248.3,97.0,5.9,45.35
5.87,67.0,1.67,,74.0,57.0,37.0,0.0,4.0,17.3,0.0,2.0,44.0,81.0,63.0,61.0,83.0,32.0,82.0,1.0,5.0,10.0,192.6,88.0,8.91,25.75
5.88,76.0,1.75,0.0,69.0,46.0,68.0,3.0,3.0,14.8,0.38,0.0,76.0,82.0,75.0,79.0,73.0,55.0,96.0,0.0,7.0,10.0,129.3,,5.76,
9.94,75.0,0.64,0.0,68.0,48.0,64.0,4.0,4.0,15.4,0.82,2.0,66.0,63.0,60.0,90.0,67.0,83.0,98.0,0.0,7.0,11.0,97.3,89.0,1.09,80.67
7.18,76.0,1.87,0.0,61.0,54.0,78.0,5.0,2.0,3.1,0.37,2.0,62.0,52.0,54.0,59.0,65.0,,91.0,1.0,4.0,5.0,148.2,36.0,8.44,
7.17,,0.98,0.0,50.0,83.0,75.0,0.0,3.0,4.9,0.6,3.0,72.0,86.0,53.0,71.0,90.0,95.0,80.0,0.0,1.0,3.0,129.0,98.0,7.89,
9.16,63.0,,1.0,59.0,68.0,67.0,0.0,4.0,5.1,0.61,5.0,43.0,87.0,94.0,87.0,86.0,97.0,62.0,1.0,4.0,5.0,248.5,58.0,8.34,
9.76,80.0,2.15,0.0,68.0,,37.0,0.0,0.0,4.9,0.37,0.0,98.0,76.0,54.0,46.0,90.0,76.0,37.0,0.0,1.0,1.0,122.6,59.0,2.93,
,63.0,2.11,0.0,90.0,96.0,83.0,0.0,4.0,15.4,0.9,4.0,60.0,57.0,57.0,99.0,74.0,31.0,71.0,0.0,6.0,3.0,209.0,47.0,9.65,
8.89,69.0,1.61,0.0,80.0,50.0,66.0,1.0,2.0,0.6,0.5,4.0,63.0,64.0,65.0,46.0,57.0,71.0,82.0,0.0,4.0,6.0,203.4,21.0,6.01,29.59
,64.0,1.54,1.0,81.0,63.0,69.0,1.0,1.0,1.4,0.46,5.0,83.0,80.0,35.0,59.0,73.0,63.0,53.0,0.0,2.0,10.0,17.9,46.0,6.67,
5.88,78.0,0.79,0.0,73.0,49.0,63.0,2.0,1.0,4.9,1.0,4.0,70.0,87.0,95.0,64.0,69.0,50.0,51.0,0.0,3.0,5.0,21.8,40.0,6.78,32.52
9.0,62.0,2.05,0.0,40.0,76.0,46.0,0.0,4.0,3.6,0.49,0.0,83.0,88.0,96.0,84.0,97.0,73.0,74.0,0.0,4.0,8.0,165.0,26.0,3.8,47.48
8.01,78.0,1.04,0.0,70.0,54.0,62.0,2.0,1.0,4.2,0.18,1.0,87.0,81.0,77.0,74.0,79.0,31.0,84.0,1.0,5.0,10.0,64.8,80.0,3.38,42.93
7.41,70.0,1.49,0.0,69.0,53.0,76.0,3.0,4.0,14.4,0.51,0.0,63.0,74.0,99.0,83.0,69.0,88.0,63.0,1.0,3.0,6.0,164.4,71.0,0.55,59.74
9.58,80.0,1.07,0.0,87.0,71.0,81.0,2.0,2.0,10.1,0.81,3.0,88.0,54.0,96.0,63.0,67.0,45.0,85.0,0.0,3.0,0.0,36.2,67.0,5.06,68.4
6.0,81.0,0.77,0.0,57.0,57.0,38.0,4.0,1.0,0.1,0.78,7.0,92.0,75.0,,79.0,53.0,49.0,76.0,0.0,1.0,5.0,99.3,38.0,6.08,
7.72,91.0,1.76,0.0,94.0,63.0,62.0,1.0,0.0,7.7,0.79,6.0,49.0,69.0,94.0,52.0,97.0,55.0,63.0,0.0,4.0,10.0,25.6,92.0,9.04,55.14
5.55,58.0,0.61,1.0,97.0,65.0,89.0,1.0,4.0,7.3,0.71,2.0,88.0,73.0,73.0,91.0,85.0,45.0,51.0,1.0,6.0,2.0,70.5,31.0,,
7.61,78.0,2.0,1.0,56.0,68.0,50.0,0.0,1.0,2.1,0.25,2.0,88.0,68.0,92.0,87.0,55.0,99.0,65.0,0.0,7.0,7.0,22.1,90.0,11.13,31.38
5.75,73.0,1.14,1.0,77.0,82.0,87.0,0.0,2.0,12.2,0.86,7.0,89.0,83.0,75.0,78.0,52.0,,86.0,0.0,3.0,0.0,242.6,21.0,3.54,
6.03,90.0,0.5,0.0,53.0,48.0,98.0,3.0,2.0,12.6,0.89,3.0,41.0,65.0,48.0,43.0,67.0,71.0,73.0,0.0,5.0,9.0,,36.0,4.72,
6.03,93.0,1.52,1.0,62.0,68.0,39.0,5.0,0.0,13.0,0.19,3.0,70.0,85.0,93.0,51.0,,66.0,94.0,1.0,6.0,1.0,225.3,94.0,,
8.42,64.0,0.59,0.0,64.0,79.0,35.0,3.0,2.0,13.1,0.13,,64.0,53.0,79.0,56.0,89.0,35.0,85.0,0.0,6.0,2.0,242.8,95.0,8.01,
8.86,79.0,1.05,0.0,54.0,47.0,42.0,4.0,2.0,0.0,0.98,6.0,43.0,86.0,92.0,40.0,67.0,66.0,50.0,1.0,5.0,2.0,227.4,,8.65,
8.13,72.0,1.91,0.0,85.0,48.0,94.0,0.0,1.0,17.2,0.87,2.0,90.0,86.0,70.0,56.0,72.0,51.0,48.0,1.0,7.0,6.0,113.7,40.0,11.18,46.5
9.83,73.0,0.63,0.0,95.0,81.0,49.0,0.0,4.0,14.7,0.89,6.0,50.0,46.0,36.0,41.0,84.0,35.0,76.0,0.0,5.0,7.0,194.7,97.0,4.37,63.13
7.19,90.0,2.18,0.0,61.0,84.0,86.0,3.0,3.0,16.3,0.89,6.0,56.0,48.0,38.0,45.0,55.0,61.0,85.0,0.0,1.0,8.0,38.4,98.0,3.46,53.62
6.79,64.0,0.51,0.0,42.0,92.0,75.0,3.0,2.0,0.3,0.54,6.0,83.0,52.0,33.0,83.0,75.0,46.0,58.0,0.0,2.0,6.0,23.7,70.0,8.85,31.5
9.41,87.0,0.99,0.0,95.0,98.0,37.0,3.0,2.0,16.8,0.65,7.0,41.0,76.0,78.0,97.0,70.0,67.0,77.0,0.0,7.0,7.0,219.2,29.0,8.63,86.58
6.51,59.0,1.98,0.0,94.0,79.0,39.0,1.0,3.0,14.6,0.55,5.0,45.0,58.0,35.0,50.0,73.0,46.0,,0.0,4.0,,7.8,74.0,11.28,
9.83,89.0,1.13,0.0,58.0,75.0,96.0,2.0,2.0,15.1,0.05,1.0,48.0,93.0,50.0,92.0,64.0,66.0,95.0,0.0,3.0,5.0,243.1,55.0,2.86,69.23
,88.0,0.7,0.0,96.0,88.0,40.0,2.0,1.0,1.7,0.75,6.0,44.0,57.0,44.0,82.0,76.0,52.0,97.0,1.0,4.0,1.0,168.0,70.0,8.61,
9.86,87.0,1.22,0.0,83.0,69.0,41.0,0.0,1.0,13.3,0.51,1.0,59.0,65.0,96.0,57.0,81.0,78.0,60.0,0.0,6.0,0.0,104.9,93.0,1.27,56.55
5.69,75.0,1.04,1.0,73.0,84.0,,1.0,3.0,17.3,0.65,1.0,68.0,68.0,95.0,79.0,61.0,90.0,69.0,0.0,3.0,2.0,35.3,36.0,6.02,
,71.0,2.19,1.0,74.0,57.0,54.0,3.0,2.0,12.2,0.5,3.0,60.0,94.0,85.0,64.0,54.0,78.0,90.0,0.0,7.0,8.0,180.8,80.0,1.87,
7.87,76.0,1.13,0.0,89.0,48.0,78.0,0.0,2.0,10.3,0.49,6.0,48.0,62.0,97.0,,56.0,90.0,74.0,0.0,1.0,6.0,140.8,94.0,8.01,
9.97,91.0,2.08,0.0,40.0,90.0,78.0,1.0,4.0,17.0,0.17,2.0,67.0,89.0,61.0,67.0,71.0,61.0,63.0,0.0,4.0,1.0,177.8,32.0,,
5.83,69.0,2.28,0.0,91.0,58.0,40.0,4.0,2.0,8.0,0.28,5.0,94.0,84.0,95.0,85.0,76.0,92.0,40.0,0.0,1.0,0.0,104.5,84.0,1.06,53.24
7.99,89.0,1.37,1.0,60.0,57.0,91.0,5.0,1.0,10.8,0.16,2.0,47.0,70.0,58.0,55.0,64.0,36.0,86.0,0.0,1.0,1.0,16.6,99.0,4.18,40.43
9.86,82.0,2.32,0.0,68.0,71.0,65.0,1.0,0.0,8.6,0.2,6.0,70.0,76.0,95.0,51.0,88.0,51.0,35.0,1.0,7.0,2.0,78.7,93.0,5.04,49.68
7.85,61.0,1.25,0.0,45.0,50.0,,0.0,0.0,16.8,0.97,2.0,59.0,88.0,63.0,80.0,94.0,35.0,86.0,0.0,4.0,,78.8,67.0,3.35,
8.33,86.0,2.43,0.0,76.0,61.0,82.0,2.0,0.0,1.4,0.15,6.0,66.0,99.0,56.0,91.0,84.0,90.0,58.0,1.0,4.0,11.0,2.2,89.0,0.94,60.02
8.63,65.0,0.68,0.0,40.0,80.0,,3.0,0.0,9.0,0.27,5.0,47.0,97.0,89.0,68.0,75.0,43.0,68.0,0.0,7.0,8.0,2.4,66.0,4.17,
7.55,64.0,1.87,0.0,90.0,84.0,30.0,5.0,2.0,,0.59,0.0,93.0,77.0,68.0,62.0,72.0,45.0,41.0,,7.0,7.0,82.7,29.0,9.62,
8.32,63.0,1.49,1.0,40.0,93.0,85.0,4.0,2.0,14.3,0.61,5.0,60.0,96.0,73.0,60.0,62.0,32.0,45.0,0.0,3.0,9.0,181.9,76.0,4.64,52.42
8.13,68.0,1.28,0.0,66.0,79.0,33.0,5.0,4.0,10.5,0.15,7.0,67.0,75.0,65.0,55.0,75.0,38.0,70.0,1.0,6.0,8.0,156.0,99.0,4.22,57.43
9.56,67.0,1.77,0.0,60.0,61.0,59.0,5.0,2.0,16.4,0.79,0.0,62.0,62.0,48.0,92.0,52.0,76.0,54.0,0.0,6.0,10.0,59.8,32.0,11.33,45.58
5.7,79.0,1.91,1.0,92.0,85.0,41.0,1.0,0.0,17.0,0.79,4.0,45.0,79.0,74.0,90.0,78.0,71.0,97.0,0.0,7.0,10.0,150.7,80.0,0.98,55.86
6.76,56.0,0.51,1.0,55.0,46.0,64.0,0.0,3.0,1.2,0.24,0.0,42.0,56.0,50.0,87.0,51.0,71.0,97.0,0.0,5.0,7.0,161.8,77.0,9.32,5.22
9.78,89.0,0.83,0.0,83.0,57.0,81.0,0.0,3.0,7.2,0.29,1.0,44.0,95.0,52.0,80.0,77.0,52.0,64.0,0.0,1.0,6.0,130.6,87.0,6.06,59.58
9.51,61.0,1.93,0.0,98.0,96.0,60.0,5.0,1.0,0.4,,7.0,48.0,69.0,56.0,84.0,72.0,32.0,64.0,0.0,6.0,5.0,130.3,48.0,11.36,
7.55,75.0,1.83,0.0,93.0,46.0,97.0,3.0,1.0,5.9,0.83,1.0,46.0,89.0,48.0,65.0,85.0,30.0,56.0,1.0,2.0,7.0,92.4,,5.02,
8.29,72.0,2.43,1.0,79.0,96.0,81.0,0.0,2.0,9.7,0.7,7.0,99.0,75.0,70.0,76.0,98.0,96.0,95.0,0.0,7.0,5.0,30.8,82.0,8.64,81.69
6.75,57.0,2.02,0.0,65.0,72.0,36.0,5.0,3.0,16.4,0.08,5.0,43.0,54.0,55.0,61.0,55.0,32.0,55.0,1.0,,1.0,96.4,66.0,1.3,19.06
6.35,93.0,2.4,1.0,55.0,87.0,51.0,0.0,0.0,15.2,0.42,1.0,78.0,91.0,57.0,90.0,60.0,78.0,71.0,0.0,3.0,8.0,86.3,62.0,11.18,36.46
7.59,65.0,1.91,0.0,67.0,70.0,85.0,3.0,0.0,2.3,0.56,1.0,44.0,96.0,93.0,49.0,87.0,96.0,61.0,0.0,7.0,8.0,148.0,42.0,4.46,39.37
7.09,93.0,1.1,0.0,40.0,66.0,87.0,4.0,0.0,1.7,0.19,4.0,50.0,78.0,97.0,46.0,83.0,84.0,69.0,0.0,3.0,2.0,214.1,49.0,6.53,38.88
8.13,78.0,0.71,0.0,75.0,91.0,93.0,5.0,2.0,10.6,0.45,1.0,,95.0,80.0,48.0,66.0,33.0,72.0,0.0,5.0,8.0,93.8,76.0,2.09,
5.85,73.0,2.06,0.0,49.0,87.0,41.0,2.0,2.0,9.6,0.6,3.0,73.0,47.0,77.0,64.0,52.0,60.0,94.0,0.0,5.0,1.0,177.4,49.0,11.37,18.84
9.88,58.0,1.79,0.0,82.0,99.0,36.0,2.0,4.0,4.8,0.33,3.0,52.0,90.0,39.0,85.0,93.0,,66.0,1.0,7.0,11.0,,86.0,8.24,
9.94,80.0,0.6,0.0,56.0,47.0,84.0,5.0,0.0,16.2,0.78,3.0,93.0,83.0,68.0,54.0,95.0,93.0,61.0,0.0,,2.0,52.9,75.0,1.12,77.06
8.64,92.0,1.22,0.0,96.0,79.0,91.0,1.0,0.0,16.7,0.84,0.0,87.0,52.0,48.0,52.0,83.0,60.0,37.0,1.0,3.0,5.0,225.4,43.0,2.28,60.28
7.91,,2.41,1.0,98.0,56.0,84.0,4.0,2.0,7.2,0.32,5.0,46.0,76.0,,81.0,71.0,92.0,83.0,1.0,3.0,3.0,17.6,96.0,5.1,
6.89,93.0,1.5,0.0,62.0,68.0,65.0,1.0,2.0,16.0,0.84,5.0,79.0,87.0,48.0,85.0,78.0,95.0,64.0,0.0,2.0,7.0,225.4,95.0,2.99,69.42
9.16,90.0,1.37,1.0,46.0,49.0,53.0,2.0,4.0,6.9,0.1,2.0,45.0,73.0,91.0,65.0,78.0,60.0,56.0,1.0,1.0,0.0,40.9,27.0,4.0,36.42
8.58,94.0,1.42,0.0,83.0,64.0,73.0,3.0,4.0,,,4.0,95.0,66.0,42.0,60.0,54.0,76.0,53.0,0.0,1.0,5.0,84.3,63.0,11.97,
6.23,91.0,0.92,0.0,92.0,83.0,46.0,5.0,1.0,8.6,0.15,3.0,78.0,64.0,54.0,62.0,59.0,51.0,65.0,0.0,6.0,1.0,151.3,99.0,8.07,46.18
9.6,87.0,1.24,0.0,46.0,83.0,31.0,0.0,3.0,2.2,0.08,3.0,89.0,50.0,71.0,83.0,59.0,75.0,54.0,0.0,5.0,5.0,226.4,53.0,11.11,38.05
9.2,90.0,1.24,0.0,83.0,57.0,42.0,2.0,0.0,16.7,0.64,1.0,,87.0,68.0,67.0,58.0,87.0,53.0,0.0,6.0,0.0,63.9,54.0,5.51,
9.77,57.0,0.6,1.0,54.0,85.0,60.0,4.0,0.0,8.2,0.47,3.0,61.0,93.0,59.0,90.0,70.0,90.0,36.0,1.0,1.0,1.0,190.9,69.0,8.67,51.68
8.77,63.0,2.04,0.0,73.0,,57.0,2.0,4.0,13.2,0.91,1.0,64.0,73.0,34.0,77.0,62.0,75.0,,1.0,7.0,,177.6,36.0,5.79,
8.26,62.0,1.33,0.0,85.0,89.0,89.0,4.0,4.0,6.6,0.36,1.0,67.0,86.0,47.0,51.0,59.0,30.0,73.0,0.0,2.0,5.0,39.9,21.0,4.27,47.35
7.38,87.0,2.14,0.0,84.0,56.0,,4.0,,0.3,0.29,,93.0,61.0,50.0,63.0,87.0,54.0,88.0,0.0,7.0,7.0,119.9,73.0,6.47,
9.7,60.0,2.2,0.0,43.0,57.0,44.0,5.0,3.0,1.8,0.5,0.0,59.0,75.0,79.0,52.0,60.0,90.0,,0.0,7.0,6.0,120.4,63.0,5.41,
9.4,93.0,0.92,0.0,53.0,54.0,62.0,4.0,1.0,8.9,0.46,1.0,78.0,97.0,35.0,79.0,53.0,43.0,46.0,1.0,1.0,8.0,76.2,68.0,,
5.7,58.0,1.81,1.0,53.0,77.0,49.0,1.0,3.0,12.4,,1.0,42.0,78.0,79.0,87.0,95.0,74.0,51.0,0.0,6.0,8.0,195.0,21.0,6.21,
5.62,67.0,1.44,1.0,55.0,84.0,71.0,3.0,0.0,6.0,0.69,5.0,44.0,82.0,95.0,,80.0,68.0,44.0,0.0,4.0,10.0,231.5,91.0,9.83,
7.19,56.0,2.26,0.0,46.0,98.0,41.0,2.0,1.0,12.5,0.76,2.0,40.0,81.0,30.0,93.0,98.0,95.0,53.0,1.0,7.0,3.0,179.1,89.0,8.17,34.34
9.15,59.0,0.93,0.0,71.0,60.0,52.0,3.0,4.0,12.6,0.85,1.0,54.0,48.0,86.0,78.0,83.0,61.0,64.0,0.0,7.0,6.0,243.2,28.0,6.02,52.43
9.94,81.0,1.86,0.0,58.0,89.0,43.0,0.0,1.0,12.7,0.97,4.0,65.0,46.0,59.0,51.0,91.0,87.0,64.0,1.0,4.0,4.0,12.6,20.0,5.95,46.33
6.18,86.0,1.72,0.0,41.0,79.0,54.0,2.0,1.0,8.9,0.27,0.0,42.0,56.0,87.0,78.0,84.0,85.0,59.0,0.0,2.0,6.0,9.3,88.0,4.43,25.9
8.17,75.0,1.09,0.0,49.0,47.0,60.0,3.0,0.0,16.5,0.72,7.0,79.0,79.0,81.0,90.0,88.0,,69.0,1.0,5.0,3.0,223.5,28.0,1.73,
7.21,62.0,0.77,0.0,89.0,49.0,83.0,3.0,4.0,8.8,0.39,4.0,96.0,50.0,66.0,53.0,88.0,96.0,85.0,0.0,3.0,11.0,224.5,33.0,9.26,62.03
9.86,92.0,1.8,0.0,56.0,70.0,34.0,5.0,4.0,8.1,0.68,3.0,80.0,90.0,77.0,69.0,82.0,79.0,61.0,0.0,1.0,9.0,26.8,46.0,11.06,73.82
9.29,62.0,1.98,0.0,76.0,55.0,42.0,5.0,2.0,3.6,0.48,0.0,86.0,52.0,30.0,80.0,57.0,67.0,44.0,1.0,6.0,10.0,89.4,28.0,3.01,29.35
9.27,57.0,1.13,0.0,51.0,51.0,57.0,0.0,2.0,5.5,0.99,3.0,81.0,65.0,48.0,89.0,81.0,32.0,77.0,1.0,5.0,10.0,208.8,55.0,11.15,33.17
7.61,57.0,1.79,0.0,45.0,97.0,72.0,4.0,2.0,0.8,0.73,5.0,73.0,97.0,75.0,,82.0,34.0,89.0,1.0,6.0,0.0,32.1,98.0,3.17,
7.37,76.0,1.29,0.0,61.0,54.0,76.0,,0.0,11.4,0.95,,91.0,90.0,96.0,87.0,57.0,53.0,40.0,0.0,5.0,3.0,66.9,22.0,6.6,
6.73,60.0,1.93,0.0,71.0,86.0,67.0,5.0,1.0,4.5,0.83,6.0,44.0,79.0,31.0,58.0,95.0,83.0,40.0,1.0,1.0,9.0,170.2,42.0,4.45,41.34
5.75,56.0,0.9,1.0,80.0,96.0,96.0,2.0,4.0,5.5,0.9,6.0,70.0,92.0,85.0,70.0,63.0,63.0,82.0,0.0,3.0,2.0,245.5,92.0,1.82,66.74
9.39,77.0,2.28,0.0,59.0,78.0,91.0,0.0,4.0,13.9,0.81,1.0,90.0,59.0,46.0,82.0,83.0,68.0,36.0,0.0,1.0,8.0,199.3,49.0,1.11,62.31
9.16,56.0,1.07,0.0,40.0,47.0,68.0,5.0,1.0,5.9,0.46,2.0,52.0,51.0,51.0,89.0,57.0,77.0,85.0,0.0,3.0,4.0,194.3,38.0,4.7,26.39
10.0,92.0,1.24,0.0,93.0,52.0,66.0,5.0,4.0,4.4,0.25,4.0,82.0,59.0,56.0,82.0,91.0,78.0,95.0,1.0,6.0,3.0,85.7,86.0,1.04,89.22
9.98,71.0,0.62,1.0,86.0,75.0,37.0,,1.0,3.0,0.37,3.0,40.0,89.0,84.0,64.0,56.0,63.0,53.0,1.0,2.0,7.0,165.3,69.0,1.7,
8.0,89.0,0.72,0.0,92.0,55.0,81.0,,0.0,13.9,0.02,1.0,,50.0,61.0,43.0,62.0,36.0,36.0,0.0,3.0,4.0,28.3,67.0,2.14,
8.96,88.0,1.53,0.0,97.0,,62.0,2.0,0.0,2.3,0.52,6.0,54.0,91.0,89.0,89.0,70.0,47.0,85.0,0.0,5.0,2.0,248.1,22.0,0.52,
9.75,77.0,1.04,0.0,45.0,51.0,71.0,2.0,0.0,8.2,0.51,4.0,65.0,61.0,57.0,90.0,96.0,99.0,60.0,0.0,2.0,1.0,120.1,85.0,2.26,52.51
,84.0,2.17,1.0,58.0,89.0,56.0,4.0,1.0,9.1,0.53,4.0,57.0,48.0,57.0,52.0,81.0,63.0,54.0,0.0,6.0,7.0,159.7,46.0,7.14,
6.61,62.0,0.53,1.0,57.0,46.0,37.0,5.0,1.0,12.4,0.97,5.0,87.0,66.0,54.0,75.0,60.0,80.0,57.0,0.0,4.0,11.0,219.0,59.0,9.92,38.08
7.53,76.0,1.26,0.0,45.0,50.0,52.0,0.0,3.0,11.4,0.91,5.0,48.0,76.0,55.0,81.0,63.0,97.0,88.0,1.0,2.0,1.0,0.2,37.0,2.72,34.9
6.08,90.0,1.17,1.0,84.0,85.0,93.0,2.0,4.0,14.6,0.16,6.0,40.0,66.0,46.0,93.0,60.0,43.0,49.0,1.0,3.0,7.0,244.0,46.0,1.43,57.84
9.79,59.0,0.54,1.0,72.0,76.0,49.0,3.0,4.0,0.8,0.37,3.0,82.0,71.0,36.0,76.0,51.0,98.0,40.0,1.0,2.0,4.0,89.8,30.0,8.89,44.7
8.23,67.0,0.75,1.0,62.0,64.0,45.0,4.0,3.0,5.3,0.42,6.0,48.0,90.0,85.0,42.0,83.0,,69.0,0.0,6.0,,84.9,58.0,0.59,
6.53,83.0,1.33,0.0,62.0,78.0,46.0,1.0,3.0,5.0,0.36,6.0,62.0,59.0,93.0,55.0,93.0,44.0,42.0,0.0,2.0,4.0,36.3,38.0,8.94,32.02
