name,gender,age,class,embarked,country,ticketno,fare,survived
"Patchett, Mr. George",male,20.0,3rd,S,England,358585.0,14.1,0
"Pavlovic, Mr. Stefo",male,32.0,3rd,S,Croatia,349242.0,7.1711,0
"Payne, Mr. Vivian Ponsonby",male,23.0,1st,S,Canada,12749.0,93.1,0
"Peacock, Master. Albert Edward",male,0.5833333333,3rd,S,England,3101315.0,13.1506,0
"Peacock, Miss. Treasteall",female,4.0,3rd,S,England,3101315.0,13.1506,0
"Peacock, Mrs. Edith",female,26.0,3rd,S,England,3101315.0,13.1506,0
"Pearce, Mr. Ernest",male,32.0,3rd,S,England,343271.0,7.0,0
"Pears, Mrs. Edith",female,22.0,1st,S,England,113776.0,66.12,1
"Pears, Mr. Thomas Clinton",male,29.0,1st,S,England,113776.0,66.12,0
"Pedersen, Mr. Olaf",male,28.0,3rd,S,Norway,345498.0,7.1506,0
"Peduzzi, Mr. Giuseppe",male,24.0,3rd,S,England,2817.0,8.01,0
"Pekoniemi, Mr. Edvard",male,21.0,3rd,S,Finland,3101294.0,7.1806,0
"Peltomäki, Mr. Nikolai Johannes",male,25.0,3rd,S,Finland,3101291.0,7.1806,0
"Peñasco y Castellana, Mrs. Maria Josefa Perezde Soto y Vallejo",female,22.0,1st,C,Spain,17758.0,108.18,1
"Peñasco y Castellana, Mr. Victor",male,24.0,1st,C,Spain,17758.0,108.18,0
"Pengelly, Mr. Frederick William",male,19.0,2nd,S,England,28665.0,10.1,0
"Perkin, Mr. John Henry",male,24.0,3rd,S,England,21174.0,7.05,0
"Pernot, Mr. René",male,39.0,2nd,C,France,2131.0,15.01,0
"Perreault, Miss. Mary Anne",female,33.0,1st,S,Canada,12749.0,93.1,1
"Persson, Mr. Ernst Ulrik",male,25.0,3rd,S,Sweden,347083.0,7.1506,1
"Peruschitz, Fr. Josef",male,41.0,2nd,S,Germany,237393.0,13.0,0
"Peteranec, Miss. Mathilda",female,28.0,3rd,S,Croatia,349245.0,7.1711,0
"Peter / Joseph, Master. Michael J.",male,4.0,3rd,C,Lebanon,2668.0,22.0702,1
"Peter / Joseph, Miss. Anna",female,2.0,3rd,C,Lebanon,2668.0,22.0702,1
"Petersen, Mr. Marius",male,24.0,3rd,S,England,342441.0,8.01,0
"Peters, Miss. Catherine",female,28.0,3rd,Q,Ireland,330935.0,8.0209,0
"Petroff, Mr. Nedialco",male,19.0,3rd,S,Bulgaria,349212.0,7.1711,0
"Petroff, Mr. Pastcho",male,29.0,3rd,S,Bulgaria,349215.0,7.1711,0
"Pettersson, Miss. Elin Natalia",female,18.0,3rd,S,Sweden,347087.0,7.1506,0
"Pettersson, Mr. Johan Emil",male,25.0,3rd,S,Sweden,347076.0,7.1506,0
"Peuchen, Major. Arthur Godfrey",male,52.0,1st,S,Canada,113786.0,30.1,1
"Phillips, Miss. Alice Frances Louisa",female,21.0,2nd,S,England,2.0,21.0,1
"Phillips, Miss. Kate Florence",female,19.0,2nd,S,England,250655.0,26.0,1
"Phillips, Mr. Escott Robert",male,43.0,2nd,S,England,2.0,21.0,0
"Picard, Mr. Benoît",male,33.0,3rd,S,Poland,392078.0,8.01,1
"Pinsky, Mrs. Rosa",female,32.0,2nd,S,Poland,234604.0,13.0,1
"Plotcharsky, Mr. Vasil",male,27.0,3rd,S,,349227.0,7.1711,0
"Pokrnic, Mr. Mate",male,17.0,3rd,S,Croatia,315095.0,8.1303,0
"Pokrnic, Mr. Tome",male,24.0,3rd,S,Croatia,315092.0,8.1303,0
"Ponesell, Mr. Martin",male,24.0,2nd,S,England,250647.0,13.0,0
"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30.0,2nd,C,United States,34644.0,12.1409,1
"Porter, Mr. Walter Chamberlain",male,46.0,1st,S,United States,110465.0,52.0,0
"Potter, Mrs. Lily Alexenia",female,56.0,1st,C,United States,11767.0,83.0302,1
"Pulbaum, Mr. Franz",male,27.0,2nd,C,United States,2168.0,15.0,0
"Pulner, Mr. Uscher",male,16.0,3rd,C,,3411.0,8.1403,0
"Quick, Miss. Phyllis May",female,2.0,2nd,S,,26360.0,26.0,1
"Quick, Miss. Winifred Vera",female,8.0,2nd,S,,26360.0,26.0,1
"Quick, Mrs. Jane",female,33.0,2nd,S,,26360.0,26.0,1
"Radeff, Mr. Alexander",male,27.0,3rd,S,,349223.0,7.1711,0
"Rafūl-Būlus, Mr. Bākhūs",male,21.0,3rd,C,Lebanon,2679.0,7.0406,0
"Rasmussen, Mrs. Lena Jakobsen",female,63.0,3rd,S,Norway,65305.0,8.0203,0
"Razi, Mr. Raihed",male,30.0,3rd,C,Lebanon,2629.0,7.0407,0
"Reed, Mr. James George",male,18.0,3rd,S,Wales,362316.0,7.05,0
"Reeves, Mr. David",male,36.0,2nd,S,England,17248.0,10.1,0
"Rekic, Mr. Tido",male,38.0,3rd,S,Bosnia,349249.0,7.1711,0
"Renouf, Mr. Peter Henry",male,33.0,2nd,S,Channel Islands,31027.0,21.0,0
"Renouf, Mrs. Lillian",female,30.0,2nd,S,Channel Islands,31027.0,21.0,1
"Reuchlin, Mr. Jonkheer Johan George",male,37.0,1st,C,Netherlands,19972.0,,0
"Reynalds, Sra. Encarnación",female,29.0,2nd,S,Spain,230434.0,13.0,1
"Reynolds, Mr. Harold",male,21.0,3rd,S,England,342684.0,8.01,0
"Rheims, Mr. George Alexander Lucien",male,33.0,1st,C,United States,17607.0,39.12,1
"Rice, Master. Albert",male,10.0,3rd,Q,Ireland,382652.0,29.0206,0
"Rice, Master. Arthur",male,4.0,3rd,Q,Ireland,382652.0,29.0206,0
"Rice, Master. Eric",male,7.0,3rd,Q,Ireland,382652.0,29.0206,0
"Rice, Master. Eugene Francis",male,2.0,3rd,Q,Ireland,382652.0,29.0206,0
"Rice, Master. George Hugh",male,8.0,3rd,Q,Ireland,382652.0,29.0206,0
"Rice, Mrs. Margaret",female,39.0,3rd,Q,Ireland,382652.0,29.0206,0
"Richard, Mr. Emile Phillippe",male,23.0,2nd,C,,2133.0,15.0,0
"Richards, Master. Sibley George",male,0.75,2nd,S,England,29106.0,18.15,1
"Richards, Master. William Rowe",male,3.0,2nd,S,England,29106.0,18.15,1
"Richards, Mrs. Emily",female,24.0,2nd,S,England,29106.0,18.15,1
"Ridsdale, Miss. Lucy",female,58.0,2nd,S,England,14258.0,10.1,1
"Righini, Mr. Sante",male,22.0,1st,C,,17760.0,135.1208,0
"Riihivuori, Miss. Susanna Juhantytär",female,22.0,3rd,S,Finland,3101295.0,39.1309,0
"Rintamäki, Mr. Matti",male,35.0,3rd,S,Finland,3101273.0,7.0206,0
"Riordan, Miss. Hannah",female,22.0,3rd,Q,Ireland,334915.0,7.1405,1
"Risien, Mr. Samuel Beard",male,69.0,3rd,S,England,364498.0,14.1,0
"Risien, Mrs. Emma Jane",female,64.0,3rd,S,England,364498.0,14.1,0
"Robert, Mrs. Elisabeth Walton",female,43.0,1st,S,United States,24160.0,211.0609,1
"Robins, Mr. Alexander A.",male,50.0,3rd,S,England,3337.0,14.1,0
"Robins, Mrs. Charity",female,48.0,3rd,S,England,3337.0,14.1,0
"Robins, Mr. Victor",male,45.0,1st,C,England,17757.0,247.1006,0
"Roebling, Mr. Washington Augustus II",male,31.0,1st,S,United States,17590.0,50.0911,0
"Rogers, Mr. Reginald Harry",male,18.0,2nd,S,England,28004.0,10.1,0
"Rogers, Mr. William John",male,30.0,3rd,S,Wales,23567.0,8.01,0
"Romaine, Mr. Charles Hallace",male,45.0,1st,S,United States,111428.0,26.11,1
"Rommetvedt, Mr. Knud Paust",male,49.0,3rd,S,Norway,312993.0,7.1506,0
"Rood, Mr. Hugh Roscoe",male,39.0,1st,S,United States,113767.0,50.0,0
"Rosblom, Miss. Salli Helena",female,2.0,3rd,S,Finland,370129.0,20.0403,0
"Rosblom, Mrs. Helena Wilhelmina",female,41.0,3rd,S,Finland,370129.0,20.0403,0
"Rosblom, Mr. Viktor Richard",male,18.0,3rd,S,Finland,370129.0,20.0403,0
"Rosenbaum, Miss. Edith Louise",female,33.0,1st,C,France,17613.0,27.1405,1
"Rosenshine, Mr. George",male,46.0,1st,C,United States,17585.0,79.0,0
"Ross, Mr. John Hugo",male,36.0,1st,S,Canada,13049.0,40.0206,0
"Rothes, Lucy Noël Martha, Countess of",female,33.0,1st,S,England,110152.0,86.1,1
"Roth, Miss. Sarah",female,26.0,3rd,S,Austria,342712.0,8.01,1
"Rothschild, Mr. Martin",male,46.0,1st,C,United States,17603.0,59.08,0
"Rothschild, Mrs. Elizabeth Jane Anne",female,54.0,1st,C,United States,17603.0,59.08,1
"Rouse, Mr. Richard Henry",male,55.0,3rd,S,England,3594.0,8.01,0
"Rowe, Mr. Alfred G.",male,59.0,1st,S,Peru,113790.0,26.11,0
"Rugg, Miss. Emily",female,22.0,2nd,S,Channel Islands,31026.0,10.1,1
"Rush, Mr. Alfred George John",male,17.0,3rd,S,England,20589.0,8.01,0
"Ryan, Mr. Edward",male,24.0,3rd,Q,Ireland,383162.0,7.15,1
"Ryan, Mr. Patrick",male,30.0,3rd,Q,Ireland,371110.0,24.03,0
"Ryerson, Master. John Borie",male,13.0,1st,C,United States,17608.0,262.0706,1
"Ryerson, Miss. Emily Borie",female,18.0,1st,C,United States,17608.0,262.0706,1
"Ryerson, Miss. Susan Parker Suzette",female,21.0,1st,C,United States,17608.0,262.0706,1
"Ryerson, Mr. Arthur Larned",male,61.0,1st,C,United States,17608.0,262.0706,0
"Ryerson, Mrs. Emily Maria",female,48.0,1st,C,United States,17608.0,262.0706,1
"Saad, Mr. Amin",male,30.0,3rd,C,Lebanon,2671.0,7.0407,0
"Saad, Mr. Khalil",male,27.0,3rd,C,Lebanon,2672.0,7.0406,0
"Saalfeld, Mr. Adolphe",male,47.0,1st,S,England,19988.0,30.1,1
"Sadlier, Mr. Matthew",male,19.0,3rd,Q,Ireland,367655.0,7.1407,0
"Sadowitz, Mr. Henry",male,17.0,3rd,S,England,1855.0,7.111000000000001,0
"Sæther, Mr. Simon Sivertsen",male,43.0,3rd,S,Norway,3101262.0,7.05,0
"Sage, Master. Anthony William",male,13.0,3rd,S,England,2343.0,69.11,0
"Sage, Master. Thomas Henry",male,5.0,3rd,S,England,2343.0,69.11,0
"Sage, Miss. Constance Gladys",female,8.0,3rd,S,England,2343.0,69.11,0
"Sage, Miss. Dorothy",female,14.0,3rd,S,England,2343.0,69.11,0
"Sage, Miss. Elizabeth Ada",female,10.0,3rd,S,England,2343.0,69.11,0
"Sage, Miss. Stella Anne",female,21.0,3rd,S,England,2343.0,69.11,0
"Sage, Mr. Douglas Bullen",male,18.0,3rd,S,England,2343.0,69.11,0
"Sage, Mr. Frederick",male,17.0,3rd,S,England,2343.0,69.11,0
"Sage, Mr. George John",male,20.0,3rd,S,England,2343.0,69.11,0
"Sage, Mr. John George",male,45.0,3rd,S,England,2343.0,69.11,0
"Sage, Mrs. Annie Elizabeth",female,45.0,3rd,S,England,2343.0,69.11,0
"Sägesser, Mlle. Emma",female,24.0,1st,C,,17477.0,69.06,1
"Salander, Mr. Karl Johan",male,24.0,3rd,S,Sweden,7266.0,9.0606,0
"Salkjelsvik, Miss. Anna Kristine",female,21.0,3rd,S,Norway,343120.0,7.13,1
"Salomon, Mr. Abraham Lincoln",male,43.0,1st,S,United States,111163.0,26.0,1
"Salonen, Mr. Johan Werner",male,29.0,3rd,S,United States,3101296.0,7.1806,0
"Samaan, Mr. Elias",male,17.0,3rd,C,Lebanon,2662.0,21.1307,0
"Samaan, Mr. Hanna Elias",male,40.0,3rd,C,Lebanon,2662.0,21.1307,0
"Samaan, Mr. Youssef",male,16.0,3rd,C,Lebanon,2662.0,21.1307,0
"Sandström, Miss. Beatrice Irene",female,1.0,3rd,S,Sweden,9549.0,16.14,1
"Sandström, Miss. Marguerite Rut",female,4.0,3rd,S,Sweden,9549.0,16.14,1
"Sandström, Mrs. Agnes Charlotta",female,24.0,3rd,S,Sweden,9549.0,16.14,1
"Sap, Mr. Julius",male,21.0,3rd,S,Belgium,345768.0,9.1,1
"Saundercock, Mr. William Henry",male,19.0,3rd,S,England,2151.0,8.01,0
"Sawyer, Mr. Frederick Charles",male,24.0,3rd,S,England,342826.0,8.01,0
"Scanlan, Mr. James",male,22.0,3rd,Q,Ireland,36209.0,7.1406,0
"Schabert, Mrs. Emma",female,35.0,1st,C,Germany,13236.0,57.15,1
"Scheerlinck, Mr. Jean",male,29.0,3rd,S,Belgium,345779.0,9.1,1
"Schmidt, Mr. Augustus",male,22.0,2nd,S,England,248659.0,13.0,0
"Sdycoff, Mr. Todor",male,42.0,3rd,S,,349222.0,7.1711,0
"Sedgwick, Mr. Charles Frederick Waddington",male,28.0,2nd,S,England,244361.0,13.0,0
"Seman, Master. Betros",male,10.0,3rd,C,Lebanon,2622.0,4.0,0
"Serreplan, Miss. Auguste",female,30.0,1st,S,,113798.0,31.0,1
"Seward, Mr. Frederic Kimber",male,34.0,1st,S,United States,113794.0,26.11,1
"Shannon, Mr. Andrew John",male,35.0,3rd,S,Ireland,370160.0,,0
"Sharp, Mr. Percival",male,29.0,2nd,S,England,244358.0,26.0,0
"Shaughnessy, Mr. Patrick",male,27.0,3rd,Q,Ireland,370374.0,7.15,0
"Shedid, Mr. Daher",male,19.0,3rd,C,,2698.0,7.0406,0
"Shellard, Mr. Frederick William Blainey",male,55.0,3rd,S,England,6212.0,15.02,0
"Shelley, Mrs. Imanita Parrish",female,25.0,2nd,S,United States,230433.0,26.0,1
"Shihāb, Mr. Al-Amīr Fāris",male,26.0,3rd,C,Lebanon,2631.0,7.0406,0
"Shine, Miss. Ellen",female,20.0,3rd,Q,Ireland,330968.0,7.1607,1
"Shorney, Mr. Charles Joseph",male,22.0,3rd,S,England,374910.0,8.01,0
"Shutes, Miss. Elizabeth Weed",female,40.0,1st,S,United States,17582.0,153.0903,1
"Silvén, Miss. Lyyli Karoliina",female,17.0,2nd,S,Finland,250652.0,13.0,1
"Silverthorne, Mr. Spencer Victor",male,35.0,1st,S,United States,17475.0,26.0509,1
"Silvey, Mrs. Alice Gray",female,39.0,1st,C,United States,13507.0,55.18,1
"Silvey, Mr. William Baird",male,51.0,1st,C,United States,13507.0,55.18,0
"Simmons, Mr. John",male,40.0,3rd,S,England,392082.0,8.01,0
"Simonius-Blumer, Mr. Colonel (Oberst) Alfons",male,56.0,1st,S,Switzerland,13213.0,35.1,1
"Sincock, Miss. Maude",female,20.0,2nd,S,England,33112.0,36.15,1
"Sinkkonen, Miss. Anna",female,30.0,2nd,S,Finland,250648.0,13.0,1
"Sirayanian, Mr. Orsen",male,22.0,3rd,C,Turkey,2669.0,7.0407,0
"Sirota, Mr. Morris",male,20.0,3rd,S,England,392092.0,8.01,0
"Sivic, Mr. Husein",male,40.0,3rd,S,Bosnia,349251.0,7.1711,0
"Sivola, Mr. Antti Wilhelm",male,21.0,3rd,S,United States,3101280.0,7.1806,0
"Sjöblom, Miss. Anna Sofia",female,18.0,3rd,S,Finland,3101265.0,6.0911,1
"Sjöstedt, Mr. Ernst Adolf",male,59.0,2nd,S,Sweden,237442.0,13.1,0
"Skoog, Master. Harald",male,5.0,3rd,S,United States,347088.0,27.18,0
"Skoog, Master. Karl Thorsten",male,11.0,3rd,S,United States,347088.0,27.18,0
"Skoog, Miss. Mabel",female,9.0,3rd,S,United States,347088.0,27.18,0
"Skoog, Miss. Margit Elizabeth",female,2.0,3rd,S,United States,347088.0,27.18,0
"Skoog, Mrs. Anna Bernhardina",female,43.0,3rd,S,Sweden,347088.0,27.18,0
"Skoog, Mr. Wilhelm Johansson",male,40.0,3rd,S,Sweden,347088.0,27.18,0
"Slabenoff, Mr. Petco",male,42.0,3rd,S,,349214.0,7.1711,0
"Slayter, Miss. Hilda Mary",female,30.0,2nd,Q,Canada,234818.0,12.07,1
"Slemen, Mr. Richard James",male,35.0,2nd,S,England,28206.0,10.1,0
"Slocovski, Mr. Selman Francis",male,20.0,3rd,S,England,392086.0,8.01,0
"Sloper, Mr. William Thompson",male,28.0,1st,S,United States,113788.0,35.1,1
"Smart, Mr. John Montgomery",male,56.0,1st,S,England,113792.0,26.11,0
"Smiljanic, Mr. Mile",male,37.0,3rd,S,Croatia,315037.0,8.1303,0
"Smith, Miss. Marion Elsie",female,49.0,2nd,S,England,31418.0,13.0,1
"Smith, Mr. James Clinch",male,56.0,1st,C,France,17764.0,30.1311,0
"Smith, Mr. Lucian Philip",male,24.0,1st,C,United States,13695.0,60.0,0
"Smith, Mr. Richard William",male,57.0,1st,S,England,113056.0,26.0,0
"Smith, Mrs. Mary Eloise",female,18.0,1st,C,United States,13695.0,60.0,1
"Smyth, Miss. Julia",female,18.0,3rd,Q,Ireland,335432.0,7.1408,1
"Smyth, Mr. Thomas",male,27.0,3rd,Q,Ireland,384461.0,7.15,0
"Snyder, Mr. John Pillsbury",male,24.0,1st,S,United States,21228.0,82.0504,1
"Snyder, Mrs. Nelle",female,23.0,1st,S,United States,21228.0,82.0504,1
"Sobey, Mr. Samuel James Hayden",male,25.0,2nd,S,England,29178.0,13.0,0
"Søholt, Mr. Peter Andreas Lauritz Andersen",male,19.0,3rd,S,Norway,348124.0,7.13,0
"Somerton, Mr. Francis William",male,31.0,3rd,S,England,18509.0,8.01,0
"Spector, Mr. Woolf",male,23.0,3rd,S,England,3236.0,8.01,0
"Spedden, Master. Robert Douglas",male,6.0,1st,C,United States,16966.0,134.1,1
"Spedden, Mr. Frederic Oakley",male,45.0,1st,C,United States,16966.0,134.1,1
"Spedden, Mrs. Margaretta Corning",female,39.0,1st,C,United States,16966.0,134.1,1
"Spencer, Mrs. Marie Eugenie",female,48.0,1st,C,United States,17569.0,146.1005,1
"Spencer, Mr. William Augustus",male,57.0,1st,C,United States,17569.0,146.1005,0
"Spinner, Mr. Henry John",male,31.0,3rd,S,England,369943.0,8.01,0
"Stähelin-Maeglin, Dr. Max",male,32.0,1st,S,Switzerland,13214.0,30.1,1
"Staneff, Mr. Ivan",male,23.0,3rd,S,Bulgaria,349208.0,7.1711,0
"Stankovic, Mr. Ivan",male,33.0,3rd,C,Croatia,349239.0,8.1309,0
"Stanley, Miss. Amy Zillah Elsie",female,24.0,3rd,S,England,2314.0,7.11,1
"Stanley, Mr. Rowland Edwin",male,22.0,3rd,S,England,45380.0,8.01,0
"Stanton, Mr. Samuel Ward",male,42.0,2nd,C,United States,237734.0,15.0,0
"Stead, Mr. William Thomas",male,62.0,1st,S,England,113514.0,26.11,0
"Stengel, Mr. Charles Emil Henry",male,54.0,1st,C,United States,11778.0,55.081,1
"Stengel, Mrs. Annie May",female,43.0,1st,C,Ireland,11778.0,55.081,1
"Stephenson, Mrs. Martha",female,52.0,1st,C,United States,36947.0,78.0504,1
"Stewart, Mr. Albert Ankeny",male,64.0,1st,C,United States,17605.0,27.1405,0
"Stokes, Mr. Philip Joseph",male,24.0,2nd,S,England,13540.0,10.1,0
"Stone, Mrs. Martha Evelyn",female,61.0,1st,S,United States,113572.0,80.0,1
"Storey, Mr. Thomas",male,59.0,3rd,S,England,370160.0,,0
"Stoytcheff, Mr. Ilia",male,19.0,3rd,S,Bulgaria,349205.0,7.1711,0
"Strandberg, Miss. Ida Sofia",female,22.0,3rd,S,Finland,7553.0,9.1609,0
"Strandén, Mr. Juho Niilosson",male,30.0,3rd,S,Finland,3101288.0,7.1806,1
"Straus, Mr. Isidor",male,67.0,1st,S,United States,17483.0,221.1507,0
"Straus, Mrs. Rosalie Ida",female,63.0,1st,S,Germany,17483.0,221.1507,0
"Strilic, Mr. Ivan",male,27.0,3rd,S,Croatia,315083.0,8.1303,0
"Ström, Miss. Telma Matilda",female,2.0,3rd,S,United States,347054.0,10.0903,0
"Ström, Mrs. Elna Matilda",female,29.0,3rd,S,Sweden,347054.0,10.0903,0
"Sunderland, Mr. Victor Francis",male,20.0,3rd,S,England,392089.0,8.01,1
"Sundman, Mr. Johan Julian",male,44.0,3rd,S,Finland,3101269.0,7.1806,1
"Sutehall, Mr. Henry Jr",male,25.0,3rd,S,England,392076.0,7.01,0
"Sutton, Mr. Frederick",male,61.0,1st,S,England,36963.0,32.0605,0
"Svensson, Mr. Johan",male,74.0,3rd,S,Sweden,347060.0,7.1506,0
"Svensson, Mr. Johan Cervin",male,14.0,3rd,S,Sweden,7538.0,9.0406,1
"Svensson, Mr. Olof",male,24.0,3rd,S,Sweden,350035.0,7.1511,0
"Swane, Mr. George",male,19.0,2nd,S,England,248734.0,13.0,0
"Sweet, Mr. George Frederick",male,14.0,2nd,S,England,220845.0,65.0,0
"Swift, Mrs. Margaret Welles",female,46.0,1st,S,United States,17466.0,25.1807,1
"Tannūs, Master. As'ad",male,0.4166666667,3rd,C,Lebanon,2625.0,8.1004,1
"Tannūs, Mr. Bashīr",male,30.0,3rd,C,Lebanon,2621.0,6.0809,0
"Tannūs, Mrs. Thamīn",female,16.0,3rd,C,Lebanon,2625.0,8.1004,1
"Taussig, Miss. Ruth",female,18.0,1st,S,United States,110413.0,79.13,1
"Taussig, Mr. Emil",male,52.0,1st,S,United States,110413.0,79.13,0
"Taussig, Mrs. Tillie",female,39.0,1st,S,United States,110413.0,79.13,1
"Taylor, Mr. Elmer Zebley",male,48.0,1st,S,United States,19996.0,52.0,1
"Taylor, Mr. Percy Cornelius",male,40.0,2nd,S,England,250654.0,,0
"Taylor, Mrs. Juliet Cummins",female,49.0,1st,S,United States,19996.0,52.0,1
"Tenglin, Mr. Gunnar Isidor",male,25.0,3rd,S,Sweden,350033.0,7.1511,1
"Thayer, Mr. John Borland",male,49.0,1st,C,United States,17421.0,110.1708,0
"Thayer, Mr. John Borland jr",male,17.0,1st,C,United States,17421.0,110.1708,1
"Thayer, Mrs. Marian Longstreth",female,39.0,1st,C,United States,17421.0,110.1708,1
"Theobald, Mr. Thomas Leonard",male,34.0,3rd,S,England,363294.0,8.01,0
"Thomas/Tannous, Mr. John",male,34.0,3rd,C,,2681.0,6.0809,0
"Thomas/Tannous, Mr. Tannous",male,16.0,3rd,C,,2684.0,7.0406,0
"Thompson, Mr. Alexander Mellis",male,37.0,3rd,S,Scotland,32302.0,8.01,0
"Thorne, Miss. Gertrude Maybelle",female,38.0,1st,C,United States,17585.0,80.0,1
"Thorneycroft, Mr. Percival",male,37.0,3rd,S,England,376564.0,16.02,0
"Thorneycroft, Mrs. Florence Kate",female,33.0,3rd,S,England,376564.0,16.02,1
"Tikkanen, Mr. Juho",male,32.0,3rd,S,Finland,3101293.0,7.1806,0
"Tobin, Mr. Roger",male,20.0,3rd,Q,Ireland,383121.0,7.15,0
"Todoroff, Mr. Lalio",male,23.0,3rd,S,Bulgaria,349216.0,7.1711,0
"Tomlin, Mr. Ernest Portage",male,22.0,3rd,S,England,364499.0,8.01,0
"Toomey, Miss. Ellen Mary",female,48.0,2nd,S,Ireland,13531.0,10.1,1
"Törber, Mr. Ernst Wilhelm",male,41.0,3rd,S,England,364511.0,8.01,0
"Torfa, Mr. Assad",male,20.0,3rd,C,Lebanon,2673.0,7.0407,0
"Törnquist, Mr. William Henry",male,26.0,3rd,S,Sweden,,,1
"Totevski, Mr. Hristo Danchev",male,25.0,3rd,S,Bulgaria,349203.0,7.1711,0
"Troupiansky, Mr. Moses Aaron",male,23.0,2nd,S,England,233639.0,13.0,0
"Trout, Mrs. Jessie Laird",female,27.0,2nd,S,Scotland,240929.0,12.13,1
"Troutt, Miss. Edwina Celia",female,27.0,2nd,S,England,34218.0,10.1,1
"Tucker, Mr. Gilbert Milligan jr",male,31.0,1st,C,United States,2543.0,28.1009,1
"Tu'mah, Master. Jirjis Yūsuf",male,8.0,3rd,C,Lebanon,2650.0,15.0411,1
"Tu'mah, Miss. Mariyam",female,9.0,3rd,C,Lebanon,2650.0,15.0411,1
"Tu'mah, Mrs. Hinnah",female,27.0,3rd,C,Lebanon,2650.0,15.0411,1
"Turcin, Mr. Stjepan",male,36.0,3rd,S,Croatia,349247.0,7.1711,0
"Turja, Miss. Anna Sofia",female,18.0,3rd,S,Finland,4138.0,9.161,1
"Turkula, Mrs. Hedwig",female,63.0,3rd,S,Finland,4134.0,9.1109,1
"Turpin, Mrs. Dorothy Ann",female,26.0,2nd,S,England,11668.0,21.0,0
"Turpin, Mr. William John",male,29.0,2nd,S,England,11668.0,21.0,0
"Uruchurtu, Don. Manuel Ramirez",male,39.0,1st,C,Mexico,17601.0,27.1405,0
"van Billiard, Master. James William",male,10.0,3rd,S,England,851.0,14.1,0
"van Billiard, Master. Walter John",male,9.0,3rd,S,England,851.0,14.1,0
"van Billiard, Mr. Austin Blyler",male,35.0,3rd,S,England,851.0,14.1,0
"Van den Steen, Mr. Leo Peter",male,28.0,3rd,S,Belgium,345783.0,9.1,0
"Vandercruyssen, Mr. Victor",male,46.0,3rd,S,Belgium,345765.0,9.0,0
"Van der hoef, Mr. Wyckoff",male,61.0,1st,S,United States,111240.0,33.1,0
"Vanderplancke, Miss. Augusta Maria",female,18.0,3rd,S,Belgium,345764.0,18.0,0
"Vanderplancke, Mr. Julius",male,31.0,3rd,S,Belgium,345763.0,18.0,0
"Vanderplancke, Mr. Leo Edmondus",male,15.0,3rd,S,Belgium,345763.0,18.0,0
"Vanderplancke, Mrs. Emelie Maria",female,31.0,3rd,S,Belgium,345763.0,18.0,0
"Van de Velde, Mr. Johannes Josef",male,35.0,3rd,S,Belgium,345780.0,9.1,0
"Vandewalle, Mr. Nestor Cyriel",male,28.0,3rd,S,Belgium,345770.0,9.1,0
"Van Impe, Miss. Catharina",female,10.0,3rd,S,Belgium,345773.0,24.03,0
"Van Impe, Mr. Jean Baptiste",male,36.0,3rd,S,Belgium,345773.0,24.03,0
"Van Impe, Mrs. Rosalie Paula",female,30.0,3rd,S,Belgium,345773.0,24.03,0
"van Melckebeke, Mr. Philemon",male,23.0,3rd,S,Belgium,345777.0,9.1,0
"Vartanian, Mr. David",male,22.0,3rd,C,Turkey,2658.0,7.0406,1
"Veal, Mr. James",male,40.0,2nd,S,United States,28221.0,13.0,0
"Vendel, Mr. Olof Edvin",male,20.0,3rd,S,Sweden,350416.0,7.1701,0
"Veström, Miss. Hulda Amanda Adolfina",female,14.0,3rd,S,Sweden,350406.0,7.1701,0
"Vovk, Mr. Janko",male,21.0,3rd,S,Slovenia,349252.0,7.1711,0
"Waelens, Mr. Achille",male,22.0,3rd,S,Belgium,345767.0,9.0,0
"Walker, Mr. William Anderson",male,48.0,1st,S,United States,36967.0,34.0,0
"Wallcroft, Miss. Ellen 'Nellie'",female,36.0,2nd,S,England,13528.0,21.0,1
"Ward, Miss. Annie Moore",female,37.0,1st,C,,17755.0,512.0607,1
"Ware, Mr. Frederick",male,35.0,3rd,S,England,359309.0,8.01,0
"Ware, Mr. John James",male,47.0,2nd,S,England,31352.0,21.0,0
"Ware, Mrs. Florence Louise",female,32.0,2nd,S,England,31352.0,21.0,1
"Ware, Mr. William Jeffery",male,23.0,2nd,S,England,28666.0,10.1,0
"Warren, Mr. Charles William",male,31.0,3rd,S,England,49867.0,7.11,0
"Warren, Mr. Frank Manley",male,63.0,1st,C,United States,110813.0,75.05,0
"Warren, Mrs. Anna Sophia",female,60.0,1st,C,England,110813.0,75.05,1
"Watson, Mr. Ennis Hastings",male,19.0,2nd,B,Northern Ireland,239856.0,,0
"Watt, Miss. Robertha Josephine",female,12.0,2nd,S,Scotland,33595.0,15.15,1
"Watt, Mrs. Elizabeth",female,40.0,2nd,S,Scotland,33595.0,15.15,1
"Wazli, Mr. Yousif Ahmed",male,23.0,3rd,C,Lebanon,2647.0,7.0406,0
"Webber, Miss. Susan",female,37.0,2nd,S,England,27267.0,13.0,1
"Webber, Mr. James",male,66.0,3rd,S,England,3101316.0,8.01,0
"Weir, Colonel. John",male,59.0,1st,S,United States,113800.0,26.11,0
