InvoiceNo,InvoiceDate,CustomerID,Description,Category,Quantity,UnitPrice,Profile_Source_For_Mentor,TotalAmount
502069,2025-08-18,10311,Pen Pack,Stationery,1,40.62,Champions,40.62
502069,2025-08-18,10311,Highlighter,Stationery,1,74.63,Champions,74.63
502138,2025-08-18,10319,Tea Pack,Grocery,1,135.37,Loyal,135.37
502138,2025-08-18,10319,Sugar,Grocery,1,56.64,Loyal,56.64
502138,2025-08-18,10319,Milk,Grocery,2,35.18,Loyal,70.36
502138,2025-08-18,10319,Butter,Grocery,1,100.48,Loyal,100.48
502191,2025-08-18,10327,Coffee Powder,Grocery,1,167.17,At Risk,167.17
502191,2025-08-18,10327,Sugar,Grocery,2,55.27,At Risk,110.54
502191,2025-08-18,10327,Milk,Grocery,2,33.54,At Risk,67.08
502345,2025-08-18,10346,Tea Pack,Grocery,3,123.55,At Risk,370.65
502345,2025-08-18,10346,Sugar,Grocery,1,52.16,At Risk,52.16
502345,2025-08-18,10346,Milk,Grocery,1,32.23,At Risk,32.23
500636,2025-08-19,10091,Novel,Books,1,238.78,At Risk,238.78
500636,2025-08-19,10091,Exam Guide,Books,1,409.41,At Risk,409.41
500229,2025-08-20,10033,Yoga Mat,Fitness,1,705.34,High Value Rare,705.34
500229,2025-08-20,10033,Protein Bar,Fitness,1,94.7,High Value Rare,94.7
500229,2025-08-20,10033,Water Bottle,Lifestyle,4,281.28,High Value Rare,1125.12
500443,2025-08-20,10066,Yoga Mat,Fitness,1,644.79,Champions,644.79
500443,2025-08-20,10066,Protein Bar,Fitness,1,81.86,Champions,81.86
500443,2025-08-20,10066,Water Bottle,Lifestyle,1,264.88,Champions,264.88
500459,2025-08-20,10068,Bread,Grocery,2,47.68,Champions,95.36
500459,2025-08-20,10068,Butter,Grocery,1,98.75,Champions,98.75
500459,2025-08-20,10068,Jam,Grocery,1,105.15,Champions,105.15
501002,2025-08-20,10148,Bread,Grocery,4,44.74,Champions,178.96
501002,2025-08-20,10148,Butter,Grocery,1,86.76,Champions,86.76
501002,2025-08-20,10148,Jam,Grocery,1,105.8,Champions,105.8
501014,2025-08-20,10149,Phone Case,Tech,2,313.74,Loyal,627.48
501014,2025-08-20,10149,Screen Guard,Tech,1,185.64,Loyal,185.64
501014,2025-08-20,10149,USB Cable,Tech,2,173.34,Loyal,346.68
501508,2025-08-20,10220,Baby Diapers,Baby Care,3,531.02,At Risk,1593.06
501508,2025-08-20,10220,Baby Wipes,Baby Care,2,185.36,At Risk,370.72
501508,2025-08-20,10220,Baby Lotion,Baby Care,1,230.01,At Risk,230.01
501550,2025-08-20,10225,Baby Diapers,Baby Care,1,561.63,Loyal,561.63
501550,2025-08-20,10225,Baby Wipes,Baby Care,1,181.64,Loyal,181.64
501550,2025-08-20,10225,Baby Lotion,Baby Care,1,223.87,Loyal,223.87
502346,2025-08-20,10346,Bread,Grocery,1,48.54,At Risk,48.54
502346,2025-08-20,10346,Butter,Grocery,1,90.11,At Risk,90.11
502346,2025-08-20,10346,Jam,Grocery,1,132.75,At Risk,132.75
500125,2025-08-21,10019,Coffee Powder,Grocery,1,176.79,Loyal,176.79
500125,2025-08-21,10019,Sugar,Grocery,1,54.19,Loyal,54.19
500125,2025-08-21,10019,Milk,Grocery,2,31.76,Loyal,63.52
500125,2025-08-21,10019,Baby Diapers,Baby Care,1,544.7,Loyal,544.7
500155,2025-08-21,10022,Novel,Books,1,247.59,Loyal,247.59
500155,2025-08-21,10022,Exam Guide,Books,1,423.34,Loyal,423.34
500407,2025-08-21,10060,Yoga Mat,Fitness,1,700.64,Loyal,700.64
500407,2025-08-21,10060,Protein Bar,Fitness,1,84.13,Loyal,84.13
500407,2025-08-21,10060,Water Bottle,Lifestyle,1,217.58,Loyal,217.58
501469,2025-08-21,10215,Baby Diapers,Baby Care,2,577.71,Loyal,1155.42
501469,2025-08-21,10215,Baby Wipes,Baby Care,1,200.08,Loyal,200.08
501469,2025-08-21,10215,Baby Lotion,Baby Care,1,238.25,Loyal,238.25
501469,2025-08-21,10215,Pet Shampoo,Pet Care,1,261.16,Loyal,261.16
502105,2025-08-21,10316,Coffee Powder,Grocery,1,178.14,Loyal,178.14
502105,2025-08-21,10316,Sugar,Grocery,1,55.81,Loyal,55.81
502105,2025-08-21,10316,Milk,Grocery,3,31.42,Loyal,94.26
500176,2025-08-22,10027,Dog Food,Pet Care,1,786.84,New,786.84
500176,2025-08-22,10027,Pet Shampoo,Pet Care,1,277.62,New,277.62
501477,2025-08-22,10216,Phone Case,Tech,1,329.25,Loyal,329.25
501477,2025-08-22,10216,Screen Guard,Tech,2,198.88,Loyal,397.76
501477,2025-08-22,10216,USB Cable,Tech,2,160.42,Loyal,320.84
501477,2025-08-22,10216,Water Bottle,Lifestyle,1,248.31,Loyal,248.31
501943,2025-08-22,10291,Dog Food,Pet Care,1,718.88,Champions,718.88
501943,2025-08-22,10291,Pet Shampoo,Pet Care,2,228.97,Champions,457.94
500072,2025-08-23,10008,Phone Case,Tech,1,289.52,At Risk,289.52
500072,2025-08-23,10008,Screen Guard,Tech,2,211.11,At Risk,422.22
500072,2025-08-23,10008,USB Cable,Tech,1,178.66,At Risk,178.66
500627,2025-08-23,10090,Coffee Powder,Grocery,2,188.06,Champions,376.12
500627,2025-08-23,10090,Sugar,Grocery,1,59.05,Champions,59.05
500627,2025-08-23,10090,Milk,Grocery,1,34.42,Champions,34.42
501233,2025-08-23,10180,Tea Pack,Grocery,1,127.63,Loyal,127.63
501233,2025-08-23,10180,Sugar,Grocery,1,50.68,Loyal,50.68
501233,2025-08-23,10180,Milk,Grocery,1,35.83,Loyal,35.83
501233,2025-08-23,10180,Dog Food,Pet Care,1,766.33,Loyal,766.33
501450,2025-08-23,10213,Phone Case,Tech,1,296.76,Loyal,296.76
501450,2025-08-23,10213,Screen Guard,Tech,1,174.01,Loyal,174.01
501450,2025-08-23,10213,USB Cable,Tech,1,162.94,Loyal,162.94
501450,2025-08-23,10213,Phone Case,Tech,1,286.0,Loyal,286.0
501670,2025-08-23,10244,Coffee Powder,Grocery,2,185.26,Champions,370.52
501670,2025-08-23,10244,Sugar,Grocery,1,55.95,Champions,55.95
501670,2025-08-23,10244,Milk,Grocery,1,33.71,Champions,33.71
502115,2025-08-23,10317,Yoga Mat,Fitness,1,697.87,Champions,697.87
502115,2025-08-23,10317,Protein Bar,Fitness,1,85.18,Champions,85.18
502115,2025-08-23,10317,Water Bottle,Lifestyle,2,252.3,Champions,504.6
500637,2025-08-24,10091,Baby Diapers,Baby Care,1,500.41,At Risk,500.41
500637,2025-08-24,10091,Baby Wipes,Baby Care,2,177.84,At Risk,355.68
500637,2025-08-24,10091,Baby Lotion,Baby Care,1,222.02,At Risk,222.02
500637,2025-08-24,10091,Baby Lotion,Baby Care,1,242.98,At Risk,242.98
501592,2025-08-24,10234,Baby Diapers,Baby Care,1,566.7,Loyal,566.7
501592,2025-08-24,10234,Baby Wipes,Baby Care,1,184.46,Loyal,184.46
501592,2025-08-24,10234,Baby Lotion,Baby Care,3,220.1,Loyal,660.3
502152,2025-08-24,10321,Novel,Books,1,247.44,At Risk,247.44
502152,2025-08-24,10321,Exam Guide,Books,1,374.17,At Risk,374.17
500323,2025-08-25,10047,Lunch Box,Lifestyle,1,329.02,New,329.02
500323,2025-08-25,10047,Water Bottle,Lifestyle,1,231.66,New,231.66
500628,2025-08-25,10090,Tea Pack,Grocery,2,122.88,Champions,245.76
500628,2025-08-25,10090,Sugar,Grocery,1,56.03,Champions,56.03
500628,2025-08-25,10090,Milk,Grocery,1,34.05,Champions,34.05
500628,2025-08-25,10090,Dog Food,Pet Care,1,813.03,Champions,813.03
500638,2025-08-25,10091,Lunch Box,Lifestyle,2,335.73,At Risk,671.46
500638,2025-08-25,10091,Water Bottle,Lifestyle,1,254.36,At Risk,254.36
501372,2025-08-25,10205,Tea Pack,Grocery,1,111.27,Champions,111.27
501372,2025-08-25,10205,Sugar,Grocery,1,55.36,Champions,55.36
501372,2025-08-25,10205,Milk,Grocery,1,32.9,Champions,32.9
502274,2025-08-25,10335,Yoga Mat,Fitness,1,691.83,Champions,691.83
502274,2025-08-25,10335,Protein Bar,Fitness,1,84.97,Champions,84.97
502274,2025-08-25,10335,Water Bottle,Lifestyle,1,266.9,Champions,266.9
500082,2025-08-26,10010,Dog Food,Pet Care,1,739.62,Champions,739.62
500082,2025-08-26,10010,Pet Shampoo,Pet Care,2,276.54,Champions,553.08
500082,2025-08-26,10010,Notebook,Stationery,1,62.22,Champions,62.22
500875,2025-08-26,10131,Dog Food,Pet Care,1,771.08,Loyal,771.08
500875,2025-08-26,10131,Pet Shampoo,Pet Care,1,248.52,Loyal,248.52
501414,2025-08-26,10209,Yoga Mat,Fitness,3,617.46,Champions,1852.38
501414,2025-08-26,10209,Protein Bar,Fitness,1,90.23,Champions,90.23
501414,2025-08-26,10209,Water Bottle,Lifestyle,1,251.32,Champions,251.32
502070,2025-08-26,10311,Dog Food,Pet Care,1,805.52,Champions,805.52
502070,2025-08-26,10311,Pet Shampoo,Pet Care,2,281.64,Champions,563.28
500282,2025-08-27,10040,Novel,Books,2,257.52,Champions,515.04
500282,2025-08-27,10040,Exam Guide,Books,1,417.48,Champions,417.48
500444,2025-08-27,10066,Notebook,Stationery,1,59.37,Champions,59.37
500444,2025-08-27,10066,Pen Pack,Stationery,1,37.01,Champions,37.01
500444,2025-08-27,10066,Highlighter,Stationery,1,75.19,Champions,75.19
500821,2025-08-27,10122,Notebook,Stationery,1,61.45,Loyal,61.45
500821,2025-08-27,10122,Pen Pack,Stationery,1,40.95,Loyal,40.95
500821,2025-08-27,10122,Highlighter,Stationery,2,75.2,Loyal,150.4
501415,2025-08-27,10209,Yoga Mat,Fitness,1,672.62,Champions,672.62
501415,2025-08-27,10209,Protein Bar,Fitness,1,90.58,Champions,90.58
501415,2025-08-27,10209,Water Bottle,Lifestyle,3,265.68,Champions,797.04
501812,2025-08-27,10268,Phone Case,Tech,1,268.53,Loyal,268.53
501812,2025-08-27,10268,Screen Guard,Tech,1,199.44,Loyal,199.44
501812,2025-08-27,10268,USB Cable,Tech,1,178.05,Loyal,178.05
502216,2025-08-27,10330,Notebook,Stationery,2,63.08,Loyal,126.16
502216,2025-08-27,10330,Pen Pack,Stationery,2,38.23,Loyal,76.46
502216,2025-08-27,10330,Highlighter,Stationery,1,73.23,Loyal,73.23
500040,2025-08-28,10005,Yoga Mat,Fitness,1,622.02,Champions,622.02
500040,2025-08-28,10005,Protein Bar,Fitness,1,90.94,Champions,90.94
500040,2025-08-28,10005,Water Bottle,Lifestyle,1,253.69,Champions,253.69
500387,2025-08-28,10058,Baby Diapers,Baby Care,2,527.81,Champions,1055.62
500387,2025-08-28,10058,Baby Wipes,Baby Care,1,178.22,Champions,178.22
500387,2025-08-28,10058,Baby Lotion,Baby Care,1,237.14,Champions,237.14
500398,2025-08-28,10059,Notebook,Stationery,1,69.17,Loyal,69.17
500398,2025-08-28,10059,Pen Pack,Stationery,2,44.11,Loyal,88.22
500398,2025-08-28,10059,Highlighter,Stationery,1,72.65,Loyal,72.65
500598,2025-08-28,10085,Dog Food,Pet Care,1,788.05,Loyal,788.05
500598,2025-08-28,10085,Pet Shampoo,Pet Care,1,276.85,Loyal,276.85
500598,2025-08-28,10085,Novel,Books,1,244.75,Loyal,244.75
500669,2025-08-28,10099,Yoga Mat,Fitness,1,666.73,Champions,666.73
500669,2025-08-28,10099,Protein Bar,Fitness,1,88.17,Champions,88.17
500669,2025-08-28,10099,Water Bottle,Lifestyle,2,254.38,Champions,508.76
500859,2025-08-28,10128,Lunch Box,Lifestyle,1,335.71,Champions,335.71
500859,2025-08-28,10128,Water Bottle,Lifestyle,1,211.28,Champions,211.28
500947,2025-08-28,10142,Coffee Powder,Grocery,2,187.04,New,374.08
500947,2025-08-28,10142,Sugar,Grocery,2,51.95,New,103.9
500947,2025-08-28,10142,Milk,Grocery,2,34.96,New,69.92
500947,2025-08-28,10142,USB Cable,Tech,1,186.66,New,186.66
501353,2025-08-28,10202,Novel,Books,1,238.51,Champions,238.51
501353,2025-08-28,10202,Exam Guide,Books,3,418.43,Champions,1255.29
501451,2025-08-28,10213,Bread,Grocery,2,48.1,Loyal,96.2
501451,2025-08-28,10213,Butter,Grocery,2,92.93,Loyal,185.86
501451,2025-08-28,10213,Jam,Grocery,2,120.12,Loyal,240.24
501451,2025-08-28,10213,Baby Diapers,Baby Care,1,526.37,Loyal,526.37
501932,2025-08-28,10290,Notebook,Stationery,4,55.41,Champions,221.64
501932,2025-08-28,10290,Pen Pack,Stationery,1,36.8,Champions,36.8
501932,2025-08-28,10290,Highlighter,Stationery,2,73.73,Champions,147.46
502252,2025-08-28,10333,Yoga Mat,Fitness,4,687.22,Champions,2748.88
502252,2025-08-28,10333,Protein Bar,Fitness,1,86.34,Champions,86.34
502252,2025-08-28,10333,Water Bottle,Lifestyle,4,265.93,Champions,1063.72
500966,2025-08-29,10144,Yoga Mat,Fitness,2,694.85,Loyal,1389.7
500966,2025-08-29,10144,Protein Bar,Fitness,1,98.03,Loyal,98.03
500966,2025-08-29,10144,Water Bottle,Lifestyle,1,272.19,Loyal,272.19
501063,2025-08-29,10158,Tea Pack,Grocery,1,130.37,Loyal,130.37
501063,2025-08-29,10158,Sugar,Grocery,1,49.69,Loyal,49.69
501063,2025-08-29,10158,Milk,Grocery,2,34.88,Loyal,69.76
501063,2025-08-29,10158,Protein Bar,Fitness,2,88.41,Loyal,176.82
501488,2025-08-29,10217,Yoga Mat,Fitness,1,705.47,At Risk,705.47
501488,2025-08-29,10217,Protein Bar,Fitness,1,86.46,At Risk,86.46
501488,2025-08-29,10217,Water Bottle,Lifestyle,2,220.85,At Risk,441.7
501488,2025-08-29,10217,Phone Case,Tech,2,308.03,At Risk,616.06
501561,2025-08-29,10227,Notebook,Stationery,1,62.31,Loyal,62.31
501561,2025-08-29,10227,Pen Pack,Stationery,2,38.22,Loyal,76.44
501561,2025-08-29,10227,Highlighter,Stationery,1,71.23,Loyal,71.23
501723,2025-08-29,10256,Lunch Box,Lifestyle,1,322.22,High Value Rare,322.22
501723,2025-08-29,10256,Water Bottle,Lifestyle,1,233.98,High Value Rare,233.98
501723,2025-08-29,10256,Baby Lotion,Baby Care,1,249.31,High Value Rare,249.31
500582,2025-08-30,10083,Notebook,Stationery,1,65.11,Champions,65.11
500582,2025-08-30,10083,Pen Pack,Stationery,1,40.53,Champions,40.53
500582,2025-08-30,10083,Highlighter,Stationery,1,73.56,Champions,73.56
500723,2025-08-30,10106,Bread,Grocery,1,36.99,Loyal,36.99
500723,2025-08-30,10106,Butter,Grocery,3,102.57,Loyal,307.71
500723,2025-08-30,10106,Jam,Grocery,2,108.96,Loyal,217.92
500723,2025-08-30,10106,Highlighter,Stationery,2,75.64,Loyal,151.28
500890,2025-08-30,10132,Phone Case,Tech,2,306.59,Champions,613.18
500890,2025-08-30,10132,Screen Guard,Tech,1,197.31,Champions,197.31
500890,2025-08-30,10132,USB Cable,Tech,1,169.85,Champions,169.85
500890,2025-08-30,10132,USB Cable,Tech,2,170.46,Champions,340.92
501845,2025-08-30,10277,Phone Case,Tech,1,300.52,At Risk,300.52
501845,2025-08-30,10277,Screen Guard,Tech,2,187.04,At Risk,374.08
501845,2025-08-30,10277,USB Cable,Tech,1,177.53,At Risk,177.53
501845,2025-08-30,10277,Sugar,Grocery,1,53.02,At Risk,53.02
502044,2025-08-30,10307,Novel,Books,1,223.7,Loyal,223.7
502044,2025-08-30,10307,Exam Guide,Books,1,416.28,Loyal,416.28
502071,2025-08-30,10311,Lunch Box,Lifestyle,1,344.56,Champions,344.56
502071,2025-08-30,10311,Water Bottle,Lifestyle,4,244.83,Champions,979.32
502267,2025-08-30,10334,Tea Pack,Grocery,1,112.73,Champions,112.73
502267,2025-08-30,10334,Sugar,Grocery,1,56.74,Champions,56.74
502267,2025-08-30,10334,Milk,Grocery,1,34.04,Champions,34.04
500041,2025-08-31,10005,Yoga Mat,Fitness,4,616.41,Champions,2465.64
500041,2025-08-31,10005,Protein Bar,Fitness,1,85.25,Champions,85.25
500041,2025-08-31,10005,Water Bottle,Lifestyle,3,264.43,Champions,793.29
500083,2025-08-31,10010,Baby Diapers,Baby Care,1,589.99,Champions,589.99
500083,2025-08-31,10010,Baby Wipes,Baby Care,2,182.82,Champions,365.64
500083,2025-08-31,10010,Baby Lotion,Baby Care,1,234.68,Champions,234.68
500546,2025-08-31,10079,Yoga Mat,Fitness,1,588.52,Champions,588.52
500546,2025-08-31,10079,Protein Bar,Fitness,1,80.53,Champions,80.53
500546,2025-08-31,10079,Water Bottle,Lifestyle,2,253.47,Champions,506.94
500643,2025-08-31,10093,Coffee Powder,Grocery,1,167.45,New,167.45
500643,2025-08-31,10093,Sugar,Grocery,3,52.46,New,157.38
500643,2025-08-31,10093,Milk,Grocery,1,32.14,New,32.14
500643,2025-08-31,10093,Yoga Mat,Fitness,1,665.22,New,665.22
500670,2025-08-31,10099,Phone Case,Tech,4,306.99,Champions,1227.96
500670,2025-08-31,10099,Screen Guard,Tech,1,206.42,Champions,206.42
500670,2025-08-31,10099,USB Cable,Tech,1,190.01,Champions,190.01
500979,2025-08-31,10145,Yoga Mat,Fitness,1,630.88,Champions,630.88
500979,2025-08-31,10145,Protein Bar,Fitness,2,89.0,Champions,178.0
500979,2025-08-31,10145,Water Bottle,Lifestyle,1,267.12,Champions,267.12
501211,2025-08-31,10177,Phone Case,Tech,2,288.02,Loyal,576.04
501211,2025-08-31,10177,Screen Guard,Tech,1,178.72,Loyal,178.72
501211,2025-08-31,10177,USB Cable,Tech,1,167.68,Loyal,167.68
501211,2025-08-31,10177,Pen Pack,Stationery,1,43.76,Loyal,43.76
501542,2025-08-31,10224,Lunch Box,Lifestyle,2,346.21,Loyal,692.42
501542,2025-08-31,10224,Water Bottle,Lifestyle,1,232.77,Loyal,232.77
501775,2025-08-31,10263,Lunch Box,Lifestyle,2,359.99,New,719.98
501775,2025-08-31,10263,Water Bottle,Lifestyle,1,257.87,New,257.87
502311,2025-08-31,10341,Yoga Mat,Fitness,1,606.01,New,606.01
502311,2025-08-31,10341,Protein Bar,Fitness,1,89.97,New,89.97
502311,2025-08-31,10341,Water Bottle,Lifestyle,1,265.85,New,265.85
500372,2025-09-01,10057,Novel,Books,1,256.41,Loyal,256.41
500372,2025-09-01,10057,Exam Guide,Books,1,410.21,Loyal,410.21
500671,2025-09-01,10099,Tea Pack,Grocery,1,126.86,Champions,126.86
500671,2025-09-01,10099,Sugar,Grocery,2,51.61,Champions,103.22
500671,2025-09-01,10099,Milk,Grocery,1,34.71,Champions,34.71
500897,2025-09-01,10133,Tea Pack,Grocery,1,117.55,Loyal,117.55
500897,2025-09-01,10133,Sugar,Grocery,1,53.4,Loyal,53.4
500897,2025-09-01,10133,Milk,Grocery,1,36.69,Loyal,36.69
500897,2025-09-01,10133,USB Cable,Tech,2,189.33,Loyal,378.66
501791,2025-09-01,10266,Bread,Grocery,2,42.05,At Risk,84.1
501791,2025-09-01,10266,Butter,Grocery,2,97.26,At Risk,194.52
501791,2025-09-01,10266,Jam,Grocery,1,119.16,At Risk,119.16
500363,2025-09-02,10056,Notebook,Stationery,2,56.91,Champions,113.82
500363,2025-09-02,10056,Pen Pack,Stationery,3,41.63,Champions,124.89
500363,2025-09-02,10056,Highlighter,Stationery,1,73.63,Champions,73.63
500460,2025-09-02,10068,Tea Pack,Grocery,1,133.98,Champions,133.98
500460,2025-09-02,10068,Sugar,Grocery,1,55.84,Champions,55.84
500460,2025-09-02,10068,Milk,Grocery,2,34.26,Champions,68.52
500460,2025-09-02,10068,Highlighter,Stationery,1,72.84,Champions,72.84
500717,2025-09-02,10105,Tea Pack,Grocery,1,114.93,Loyal,114.93
500717,2025-09-02,10105,Sugar,Grocery,3,56.84,Loyal,170.52
500717,2025-09-02,10105,Milk,Grocery,1,29.65,Loyal,29.65
500876,2025-09-02,10131,Baby Diapers,Baby Care,1,631.24,Loyal,631.24
500876,2025-09-02,10131,Baby Wipes,Baby Care,2,171.72,Loyal,343.44
500876,2025-09-02,10131,Baby Lotion,Baby Care,2,204.89,Loyal,409.78
500929,2025-09-02,10138,Dog Food,Pet Care,1,791.14,Loyal,791.14
500929,2025-09-02,10138,Pet Shampoo,Pet Care,1,274.75,Loyal,274.75
500929,2025-09-02,10138,Pet Shampoo,Pet Care,1,279.53,Loyal,279.53
501470,2025-09-02,10215,Bread,Grocery,2,47.26,Loyal,94.52
501470,2025-09-02,10215,Butter,Grocery,2,92.26,Loyal,184.52
501470,2025-09-02,10215,Jam,Grocery,1,113.96,Loyal,113.96
501886,2025-09-02,10283,Novel,Books,2,259.86,Champions,519.72
501886,2025-09-02,10283,Exam Guide,Books,1,470.0,Champions,470.0
501886,2025-09-02,10283,Baby Lotion,Baby Care,1,225.63,Champions,225.63
500214,2025-09-03,10031,Notebook,Stationery,2,64.85,Champions,129.7
500214,2025-09-03,10031,Pen Pack,Stationery,1,39.95,Champions,39.95
500214,2025-09-03,10031,Highlighter,Stationery,1,78.18,Champions,78.18
500214,2025-09-03,10031,Dumbbell Pair,Fitness,2,1215.72,Champions,2431.44
501003,2025-09-03,10148,Yoga Mat,Fitness,1,625.82,Champions,625.82
501003,2025-09-03,10148,Protein Bar,Fitness,1,102.88,Champions,102.88
501003,2025-09-03,10148,Water Bottle,Lifestyle,1,237.49,Champions,237.49
501285,2025-09-03,10190,Phone Case,Tech,1,307.09,Champions,307.09
501285,2025-09-03,10190,Screen Guard,Tech,1,206.92,Champions,206.92
501285,2025-09-03,10190,USB Cable,Tech,1,173.35,Champions,173.35
501354,2025-09-03,10202,Yoga Mat,Fitness,1,708.97,Champions,708.97
501354,2025-09-03,10202,Protein Bar,Fitness,1,96.89,Champions,96.89
501354,2025-09-03,10202,Water Bottle,Lifestyle,4,255.94,Champions,1023.76
501354,2025-09-03,10202,Dumbbell Pair,Fitness,1,1156.21,Champions,1156.21
501813,2025-09-03,10268,Phone Case,Tech,1,310.74,Loyal,310.74
501813,2025-09-03,10268,Screen Guard,Tech,1,193.17,Loyal,193.17
501813,2025-09-03,10268,USB Cable,Tech,1,160.96,Loyal,160.96
501813,2025-09-03,10268,Butter,Grocery,2,93.33,Loyal,186.66
501819,2025-09-03,10269,Tea Pack,Grocery,1,117.94,Loyal,117.94
501819,2025-09-03,10269,Sugar,Grocery,1,59.74,Loyal,59.74
501819,2025-09-03,10269,Milk,Grocery,2,34.56,Loyal,69.12
501819,2025-09-03,10269,Water Bottle,Lifestyle,2,230.64,Loyal,461.28
500560,2025-09-04,10081,Dog Food,Pet Care,1,747.63,At Risk,747.63
500560,2025-09-04,10081,Pet Shampoo,Pet Care,1,250.64,At Risk,250.64
500560,2025-09-04,10081,Bread,Grocery,2,49.36,At Risk,98.72
500792,2025-09-04,10114,Baby Diapers,Baby Care,2,609.24,At Risk,1218.48
500792,2025-09-04,10114,Baby Wipes,Baby Care,1,167.7,At Risk,167.7
500792,2025-09-04,10114,Baby Lotion,Baby Care,1,227.75,At Risk,227.75
500792,2025-09-04,10114,Highlighter,Stationery,1,76.26,At Risk,76.26
500297,2025-09-05,10042,Notebook,Stationery,2,65.72,Champions,131.44
500297,2025-09-05,10042,Pen Pack,Stationery,1,41.84,Champions,41.84
500297,2025-09-05,10042,Highlighter,Stationery,1,79.83,Champions,79.83
500418,2025-09-05,10061,Novel,Books,1,264.07,Loyal,264.07
500418,2025-09-05,10061,Exam Guide,Books,2,398.95,Loyal,797.9
500590,2025-09-05,10084,Yoga Mat,Fitness,1,683.1,Loyal,683.1
500590,2025-09-05,10084,Protein Bar,Fitness,1,91.51,Loyal,91.51
500590,2025-09-05,10084,Water Bottle,Lifestyle,2,244.14,Loyal,488.28
500590,2025-09-05,10084,Yoga Mat,Fitness,1,676.41,Loyal,676.41
500902,2025-09-05,10134,Bread,Grocery,2,47.47,High Value Rare,94.94
500902,2025-09-05,10134,Butter,Grocery,1,98.97,High Value Rare,98.97
500902,2025-09-05,10134,Jam,Grocery,2,110.83,High Value Rare,221.66
501046,2025-09-05,10155,Notebook,Stationery,1,60.26,Loyal,60.26
501046,2025-09-05,10155,Pen Pack,Stationery,1,43.7,Loyal,43.7
501046,2025-09-05,10155,Highlighter,Stationery,2,74.67,Loyal,149.34
501046,2025-09-05,10155,USB Cable,Tech,3,179.92,Loyal,539.76
501242,2025-09-05,10181,Yoga Mat,Fitness,2,683.4,Champions,1366.8
501242,2025-09-05,10181,Protein Bar,Fitness,2,83.41,Champions,166.82
501242,2025-09-05,10181,Water Bottle,Lifestyle,1,254.14,Champions,254.14
501873,2025-09-05,10282,Tea Pack,Grocery,1,124.41,Loyal,124.41
501873,2025-09-05,10282,Sugar,Grocery,1,58.62,Loyal,58.62
501873,2025-09-05,10282,Milk,Grocery,1,34.82,Loyal,34.82
501873,2025-09-05,10282,Exam Guide,Books,4,423.85,Loyal,1695.4
502013,2025-09-05,10300,Bread,Grocery,1,41.58,Champions,41.58
502013,2025-09-05,10300,Butter,Grocery,2,86.84,Champions,173.68
502013,2025-09-05,10300,Jam,Grocery,1,115.61,Champions,115.61
502013,2025-09-05,10300,Baby Wipes,Baby Care,2,176.7,Champions,353.4
500104,2025-09-06,10015,Yoga Mat,Fitness,2,646.75,Loyal,1293.5
500104,2025-09-06,10015,Protein Bar,Fitness,1,72.79,Loyal,72.79
500104,2025-09-06,10015,Water Bottle,Lifestyle,2,229.78,Loyal,459.56
500104,2025-09-06,10015,Exam Guide,Books,1,443.25,Loyal,443.25
500373,2025-09-06,10057,Bread,Grocery,1,47.23,Loyal,47.23
500373,2025-09-06,10057,Butter,Grocery,1,91.68,Loyal,91.68
500373,2025-09-06,10057,Jam,Grocery,1,104.35,Loyal,104.35
500373,2025-09-06,10057,Lunch Box,Lifestyle,1,401.27,Loyal,401.27
500705,2025-09-06,10102,Coffee Powder,Grocery,1,177.08,Loyal,177.08
500705,2025-09-06,10102,Sugar,Grocery,2,57.36,Loyal,114.72
500705,2025-09-06,10102,Milk,Grocery,1,36.89,Loyal,36.89
502275,2025-09-06,10335,Yoga Mat,Fitness,2,598.69,Champions,1197.38
502275,2025-09-06,10335,Protein Bar,Fitness,1,91.32,Champions,91.32
502275,2025-09-06,10335,Water Bottle,Lifestyle,1,248.03,Champions,248.03
500042,2025-09-07,10005,Tea Pack,Grocery,1,119.62,Champions,119.62
500042,2025-09-07,10005,Sugar,Grocery,1,51.67,Champions,51.67
500042,2025-09-07,10005,Milk,Grocery,1,34.86,Champions,34.86
500672,2025-09-07,10099,Bread,Grocery,1,44.54,Champions,44.54
500672,2025-09-07,10099,Butter,Grocery,1,94.77,Champions,94.77
500672,2025-09-07,10099,Jam,Grocery,2,108.34,Champions,216.68
501744,2025-09-07,10259,Notebook,Stationery,2,61.34,Champions,122.68
501744,2025-09-07,10259,Pen Pack,Stationery,1,38.64,Champions,38.64
501744,2025-09-07,10259,Highlighter,Stationery,1,75.72,Champions,75.72
500476,2025-09-08,10071,Coffee Powder,Grocery,1,177.2,Loyal,177.2
500476,2025-09-08,10071,Sugar,Grocery,1,57.29,Loyal,57.29
500476,2025-09-08,10071,Milk,Grocery,1,35.1,Loyal,35.1
500591,2025-09-08,10084,Bread,Grocery,1,42.78,Loyal,42.78
500591,2025-09-08,10084,Butter,Grocery,1,94.43,Loyal,94.43
500591,2025-09-08,10084,Jam,Grocery,1,116.21,Loyal,116.21
500652,2025-09-08,10097,Coffee Powder,Grocery,1,179.25,New,179.25
500652,2025-09-08,10097,Sugar,Grocery,1,55.68,New,55.68
500652,2025-09-08,10097,Milk,Grocery,1,34.18,New,34.18
501031,2025-09-08,10152,Dog Food,Pet Care,2,794.1,Champions,1588.2
